Name,Position,FDPoints,Salary,Team,Opp.,Score,Min,stats
"Harden, James",NA,58.1,N/A,hou,v gsw, 113-118,38:54,   35pt 8rb 5as 4st 6to 6trey 11-25fg 7-12ft
"Paul, Chris",NA,47.2,N/A,hou,v gsw, 113-118,38:03,   27pt 11rb 6as 2to 3trey 11-19fg 2-2ft
"Curry, Stephen",NA,42,N/A,gsw,@ hou, 118-113,34:12,   33pt 5rb 4as 3to 4trey 9-20fg 11-11ft
"Thompson, Klay",NA,37.4,N/A,gsw,@ hou, 118-113,39:46,   27pt 2rb 2as 1st 2bl 4to 7trey 10-20fg
"Iguodala, Andre",NA,35.9,N/A,gsw,@ hou, 118-113,37:59,   17pt 2rb 3as 5st 3to 5trey 6-11fg 0-2ft
"Green, Draymond",NA,32.5,N/A,gsw,@ hou, 118-113,37:01,   8pt 10rb 7as 1st 1bl 4to 4-9fg 0-2ft
"Tucker, P.J.",NA,31.8,N/A,hou,v gsw, 113-118,45:01,   15pt 4rb 2as 3st 3trey 5-8fg 2-2ft
"Looney, Kevon",NA,26.5,N/A,gsw,@ hou, 118-113,20:07,   14pt 5rb 1as 1st 1bl 1to 6-8fg 2-2ft
"Capela, Clint",NA,20.5,N/A,hou,v gsw, 113-118,30:42,   10pt 10rb 1as 3to 5-11fg
"Livingston, Shaun",NA,14.9,N/A,gsw,@ hou, 118-113,13:56,   11pt 2rb 1as 4-6fg 3-4ft
"Gordon, Eric",NA,14.2,N/A,hou,v gsw, 113-118,36:54,   9pt 1rb 4as 2to 1trey 4-10fg
"Bell, Jordan",NA,13.9,N/A,gsw,@ hou, 118-113,10:52,   4pt 2rb 1as 2bl 1-2fg 2-2ft
"Green, Gerald",NA,13.4,N/A,hou,v gsw, 113-118,11:44,   6pt 2rb 2st 1to 2trey 2-9fg
"Cook, Quinn",NA,11.9,N/A,gsw,@ hou, 118-113,15:39,   2pt 2rb 3as 1st 1-5fg
"Rivers, Austin",NA,11.7,N/A,hou,v gsw, 113-118,18:28,   9pt 1rb 1as 2trey 3-6fg 1-1ft
"Hilario, Nene",NA,7.9,N/A,hou,v gsw, 113-118,9:18,   2pt 2rb 1as 1bl 1to 1-1fg
"Bogut, Andrew",NA,7.1,N/A,gsw,@ hou, 118-113,11:35,   0pt 3rb 1as 1bl 1to 0-1fg
"Jerebko, Jonas",NA,5.2,N/A,gsw,@ hou, 118-113,12:00,   2pt 1rb 2as 1to 1-3fg
"Shumpert, Iman",NA,2.7,N/A,hou,v gsw, 113-118,10:56,   0pt 1rb 1as
"McKinnie, Alfonzo",NA,1.2,N/A,gsw,@ hou, 118-113,6:53,   0pt 1rb
