Name,Position,FDPoints,Salary,Team,Opp.,Score,Min,stats
"McCollum, C.J.",SG,70.6,"$7,400",por,v den, 140-137,60:01,   41pt 8rb 4as 4st 1bl 1to 4trey 16-39fg 5-6ft
"Murray, Jamal",PG,51.3,"$7,700",den,@ por, 137-140,55:02,   34pt 9rb 5as 1st 4to 4trey 14-32fg 2-2ft
"Lillard, Damian",PG,51.2,"$9,900",por,v den, 140-137,57:59,   28pt 6rb 8as 2st 2to 2trey 10-24fg 6-6ft
"Irving, Kyrie",PG,46.6,"$9,600",bos,v mil, 116-123,41:34,   29pt 3rb 6as 3st 4to 2trey 8-22fg 11-12ft
"Middleton, Khris",SG,36.3,"$7,500",mil,@ bos, 123-116,38:34,   20pt 4rb 5as 3st 5to 3trey 6-12fg 5-6ft
"Brown, Jaylen",SG,35,"$5,300",bos,v mil, 116-123,30:32,   18pt 5rb 2as 2st 1bl 1to 3trey 6-12fg 3-4ft
"Connaughton, Pat",SG,31.4,"$4,200",mil,@ bos, 123-116,28:14,   14pt 7rb 2st 1bl 4trey 5-11fg
"Harris, Gary",SG,31.3,"$4,900",den,@ por, 137-140,49:31,   13pt 4rb 1as 3st 1bl 1trey 6-12fg
"Hill, George",PG,30.3,"$4,100",mil,@ bos, 123-116,29:00,   21pt 4rb 3as 2trey 9-12fg 1-2ft
"Beasley, Malik",SG,18.5,"$4,400",den,@ por, 137-140,23:12,   11pt 5rb 1as 2trey 3-6fg 3-4ft
"Craig, Torrey",SG,13.7,"$3,900",den,@ por, 137-140,36:06,   4pt 6rb 1as 1st 2to 2-8fg
"Bledsoe, Eric",PG,12.2,"$7,400",mil,@ bos, 123-116,27:11,   9pt 1rb 4as 4to 1trey 4-15fg 0-4ft
"Curry, Seth",PG,5,"$3,500",por,v den, 140-137,19:46,   5pt 1trey 1-6fg 2-2ft
"Morris, Monte",SG,4.2,"$3,500",den,@ por, 137-140,12:05,   0pt 1rb 2as 0-4fg
"Rozier, Terry",PG,3.2,"$4,300",bos,v mil, 116-123,14:29,   0pt 1rb 1st 1to 0-3fg
"Snell, Tony",SG,2,"$3,500",mil,@ bos, 123-116,5:30,   2pt 1-3fg
"Frazier, Tim",PG,0,"$3,500",mil,@ bos, 123-116,00:19,   0pt
"Brogdon, Malcolm",SG,0,"$5,000",mil,@ bos, 123-116,DNP,   
"Simons, Anfernee",SG,0,"$3,500",por,v den, 140-137,DNP,   
"Thomas, Isaiah",PG,0,"$3,500",den,@ por, 137-140,DNP,   
"Brown, Sterling",SG,0,"$3,800",mil,@ bos, 123-116,DNP,   
"Wanamaker, Brad",PG,0,"$3,500",bos,v mil, 116-123,DNP,   
"Trent Jr., Gary",SG,0,"$3,500",por,v den, 140-137,NA,   
"Gibson, Jonathan",PG,0,"$3,500",bos,v mil, 116-123,NA,   
"Smart, Marcus",SG,0,"$3,500",bos,v mil, 116-123,NA,   
"DiVincenzo, Donte",SG,0,"$3,500",mil,@ bos, 123-116,NA,   
"Antetokounmpo, Giannis",SF,69.6,"$11,300",mil,@ bos, 123-116,39:05,   32pt 13rb 8as 2st 3bl 5to 8-13fg 16-22ft
"Barton, Will",SF,50.3,"$4,100",den,@ por, 137-140,38:36,   22pt 9rb 3as 2st 3bl 2to 3trey 8-18fg 3-4ft
"Millsap, Paul",PF,46.1,"$6,100",den,@ por, 137-140,48:38,   17pt 13rb 1as 3st 2bl 3to 1trey 8-13fg 0-2ft
"Tatum, Jayson",PF,45.7,"$6,400",bos,v mil, 116-123,36:59,   20pt 11rb 3as 3st 1to 7-14fg 6-6ft
"Harkless, Maurice",SF,38.5,"$4,500",por,v den, 140-137,44:56,   15pt 10rb 3as 1st 2bl 2to 1trey 6-14fg 2-3ft
"Morris, Marcus",PF,30.6,"$5,900",bos,v mil, 116-123,29:54,   16pt 8rb 2as 2bl 4to 4trey 6-8fg
"Aminu, Al-Farouq",PF,26.4,"$4,900",por,v den, 140-137,46:16,   6pt 12rb 4as 1st 3to 2-9fg 2-2ft
"Hayward, Gordon",SF,23.9,"$5,700",bos,v mil, 116-123,33:22,   10pt 7rb 5as 2to 2trey 2-8fg 4-4ft
"Collins, Zach",PF,23.6,"$3,700",por,v den, 140-137,18:28,   8pt 8rb 2as 1st 1bl 3to 1trey 3-7fg 1-1ft
"Hood, Rodney",SF,22.9,"$3,500",por,v den, 140-137,23:35,   19pt 2rb 1as 2trey 6-8fg 5-7ft
"Mirotic, Nikola",SF,18.6,"$4,400",mil,@ bos, 123-116,29:19,   13pt 3rb 1st 1to 3trey 5-9fg
"Ilyasova, Ersan",PF,18.2,"$4,200",mil,@ bos, 123-116,13:29,   5pt 6rb 2as 1bl 1trey 1-2fg 2-2ft
"Ojeleye, Semi",SF,7.7,"$3,500",bos,v mil, 116-123,11:02,   6pt 1rb 1as 1to 2trey 2-4fg
"Turner, Evan",SF,5.7,"$3,500",por,v den, 140-137,12:30,   0pt 1rb 1as 1st 0-1fg
"Theis, Daniel",PF,0,"$3,500",bos,v mil, 116-123,2:43,   0pt 0-1fg
"Yabusele, Guerschon",PF,0,"$3,500",bos,v mil, 116-123,DNP,   
"Hernangomez, Juan",SF,0,"$3,500",den,@ por, 137-140,DNP,   
"Lyles, Trey",PF,0,"$3,500",den,@ por, 137-140,DNP,   
"Layman, Jake",SF,0,"$3,500",por,v den, 140-137,DNP,   
"Wilson, D.J.",PF,0,"$3,500",mil,@ bos, 123-116,DNP,   
"Labissiere, Skal",PF,0,"$3,500",por,v den, 140-137,DNP,   
"Leonard, Meyers",PF,0,"$3,500",por,v den, 140-137,DNP,   
"Vanderbilt, Jarred",SF,0,"$3,500",den,@ por, 137-140,DNP,   
"Lydon, Tyler",SF,0,"$3,500",den,@ por, 137-140,NA,   
"Porter, Michael",PF,0,"$3,500",den,@ por, 137-140,NA,   
"Jokic, Nikola",C,76.6,"$11,600",den,@ por, 137-140,64:58,   33pt 18rb 14as 1st 2bl 8to 4trey 13-25fg 3-5ft
"Kanter, Enes",C,46,"$7,400",por,v den, 140-137,56:29,   18pt 15rb 3st 1bl 2to 1trey 8-16fg 1-1ft
"Horford, Al",C,31.1,"$7,000",bos,v mil, 116-123,37:18,   17pt 8rb 5as 3to 3trey 4-8fg 6-6ft
"Lopez, Brook",C,21.7,"$5,500",mil,@ bos, 123-116,29:19,   7pt 6rb 1as 2bl 1trey 3-6fg
"Plumlee, Mason",C,3.2,"$4,300",den,@ por, 137-140,11:52,   3pt 1rb 1to 0-1fg 3-3ft
"Baynes, Aron",C,0,"$3,600",bos,v mil, 116-123,2:07,   0pt 0-1fg
"Williams, Robert",C,0,"$3,500",bos,v mil, 116-123,DNP,   
"Nurkic, Jusuf",C,0,"$3,500",por,v den, 140-137,NA,   
"Gasol, Pau",C,0,"$3,500",mil,@ bos, 123-116,NA,   
