Name,Position,FDPoints,Salary,Team,Opp.,Score,Min,stats
"Leonard, Kawhi",NA,61.9,N/A,tor,@ mil, 105-99,40:17,   35pt 7rb 9as 2st 1to 5trey 11-25fg 8-9ft
"Siakam, Pascal",NA,43.6,N/A,tor,@ mil, 105-99,36:08,   14pt 13rb 2as 1st 3bl 1to 2trey 5-15fg 2-2ft
"Antetokounmpo, Giannis",NA,41.2,N/A,mil,v tor, 99-105,39:15,   24pt 6rb 6as 1bl 2to 2trey 9-18fg 4-9ft
"Brogdon, Malcolm",NA,40.2,N/A,mil,v tor, 99-105,33:59,   18pt 11rb 6as 1st 3to 2trey 8-17fg
"Lowry, Kyle",NA,35.4,N/A,tor,@ mil, 105-99,38:51,   17pt 7rb 6as 1st 2to 2trey 4-11fg 7-8ft
"Middleton, Khris",NA,31,N/A,mil,v tor, 99-105,36:05,   6pt 10rb 10as 2to 2-9fg 2-2ft
"Lopez, Brook",NA,28.6,N/A,mil,v tor, 99-105,32:10,   16pt 8rb 1st 1trey 7-12fg 1-1ft
"VanVleet, Fred",NA,26.7,N/A,tor,@ mil, 105-99,37:10,   21pt 1rb 1as 1st 7trey 7-13fg
"Bledsoe, Eric",NA,23.8,N/A,mil,v tor, 99-105,33:33,   20pt 4rb 2as 4to 2trey 6-14fg 6-6ft
"Hill, George",NA,23.1,N/A,mil,v tor, 99-105,28:51,   12pt 8rb 1as 2trey 5-8fg
"Powell, Norman",NA,13.3,N/A,tor,@ mil, 105-99,23:50,   8pt 4rb 1as 1to 1trey 2-7fg 3-6ft
"Gasol, Marc",NA,13.2,N/A,tor,@ mil, 105-99,28:58,   4pt 6rb 1bl 1to 1trey 1-6fg 1-2ft
"Ibaka, Serge",NA,13.2,N/A,tor,@ mil, 105-99,19:16,   6pt 6rb 1-4fg 4-4ft
"Connaughton, Pat",NA,10.8,N/A,mil,v tor, 99-105,12:20,   3pt 4rb 1bl 1trey 1-1fg
"Green, Danny",NA,4.2,N/A,tor,@ mil, 105-99,15:30,   0pt 1rb 1st 0-3fg
"Mirotic, Nikola",NA,2.4,N/A,mil,v tor, 99-105,9:14,   0pt 2rb 0-4fg
"Ilyasova, Ersan",NA,1.5,N/A,mil,v tor, 99-105,11:01,   0pt 1as 0-1fg
