Name,Position,FDPoints,Salary,Team,Opp.,Score,Min,stats
"Lowry, Kyle",PG,41.6,"$6,900",tor,@ mil, 100-108,40:10,   30pt 8rb 2as 1st 4to 7trey 10-15fg 3-4ft
"Middleton, Khris",SG,29.2,"$7,500",mil,v tor, 108-100,34:54,   11pt 11rb 4as 1st 4to 1trey 4-12fg 2-2ft
"Hill, George",PG,22.2,"$5,000",mil,v tor, 108-100,27:20,   0pt 1rb 4as 4st 1bl 0-6fg
"Brogdon, Malcolm",SG,22.1,"$5,100",mil,v tor, 108-100,26:39,   15pt 3rb 3as 1to 3trey 5-9fg 2-2ft
"Bledsoe, Eric",PG,21,"$5,500",mil,v tor, 108-100,29:30,   9pt 5rb 2as 1st 3-12fg 3-3ft
"Green, Danny",SG,19.2,"$4,700",tor,@ mil, 100-108,35:10,   6pt 6rb 2as 2st 3to 1trey 1-5fg 3-4ft
"Connaughton, Pat",SG,10.2,"$5,000",mil,v tor, 108-100,10:35,   0pt 6rb 1bl 0-2fg
"VanVleet, Fred",PG,9.2,"$3,500",tor,@ mil, 100-108,13:16,   2pt 1rb 2as 1st 1-4fg
"Frazier, Tim",PG,0,"$3,500",mil,v tor, 108-100,DNP,   
"Snell, Tony",SG,0,"$3,500",mil,v tor, 108-100,DNP,   
"Brown, Sterling",SG,0,"$3,500",mil,v tor, 108-100,DNP,   
"Lin, Jeremy",PG,0,"$3,500",tor,@ mil, 100-108,DNP,   
"Meeks, Jodie",SG,0,"$3,500",tor,@ mil, 100-108,DNP,   
"McCaw, Patrick",SG,0,"$3,500",tor,@ mil, 100-108,NA,   
"DiVincenzo, Donte",SG,0,"$3,500",mil,v tor, 108-100,NA,   
"Antetokounmpo, Giannis",SF,59.8,"$12,000",mil,v tor, 108-100,37:15,   24pt 14rb 6as 2st 3bl 5to 1trey 7-16fg 9-12ft
"Leonard, Kawhi",SF,50.8,"$10,500",tor,@ mil, 100-108,42:13,   31pt 9rb 2as 3st 3to 1trey 10-26fg 10-10ft
"Siakam, Pascal",PF,31.7,"$7,600",tor,@ mil, 100-108,42:20,   15pt 6rb 3as 1st 1bl 1to 2trey 6-20fg 1-2ft
"Mirotic, Nikola",SF,21.2,"$5,200",mil,v tor, 108-100,24:52,   13pt 6rb 1bl 2to 1trey 3-9fg 6-6ft
"Ibaka, Serge",PF,16.3,"$5,100",tor,@ mil, 100-108,17:02,   4pt 4rb 1as 1st 1bl 2-6fg
"Ilyasova, Ersan",PF,13.6,"$4,200",mil,v tor, 108-100,14:15,   7pt 3rb 1bl 1trey 3-6fg
"Powell, Norman",SF,6,"$3,500",tor,@ mil, 100-108,9:54,   6pt 2trey 2-5fg
"Moreland, Eric",PF,0,"$3,500",tor,@ mil, 100-108,DNP,   
"Miller, Malcolm",PF,0,"$3,500",tor,@ mil, 100-108,DNP,   
"Boucher, Chris",PF,0,"$3,500",tor,@ mil, 100-108,DNP,   
"Wilson, D.J.",PF,0,"$3,500",mil,v tor, 108-100,DNP,   
"Anunoby, OG",SF,0,"$3,500",tor,@ mil, 100-108,NA,   
"Lopez, Brook",C,57.2,"$4,500",mil,v tor, 108-100,34:40,   29pt 11rb 2as 4bl 4trey 12-21fg 1-2ft
"Gasol, Marc",C,32.9,"$5,700",tor,@ mil, 100-108,39:55,   6pt 12rb 5as 2bl 1to 2trey 2-11fg
"Gasol, Pau",C,0,"$3,500",mil,v tor, 108-100,NA,   
