Name,Position,FDPoints,Salary,Team,Opp.,Score,Min,stats
"Hill, George",PG,43.4,"$5,300",mil,@ tor, 112-118,36:49,   24pt 7rb 2as 2st 1bl 1to 3trey 7-9fg 7-8ft
"Brogdon, Malcolm",SG,31.5,"$5,700",mil,@ tor, 112-118,36:41,   20pt 5rb 1as 2st 2to 3trey 8-17fg 1-2ft
"Bledsoe, Eric",PG,27.3,"$5,400",mil,@ tor, 112-118,33:43,   11pt 4rb 5as 3st 5to 1trey 3-16fg 4-6ft
"Lowry, Kyle",PG,25.3,"$7,400",tor,v mil, 118-112,31:33,   11pt 4rb 5as 1st 1to 3trey 4-7fg
"Middleton, Khris",SG,24.3,"$7,200",mil,@ tor, 112-118,44:10,   9pt 9rb 3as 1st 3to 1trey 3-16fg 2-4ft
"Green, Danny",SG,20.7,"$4,300",tor,v mil, 118-112,34:23,   3pt 6rb 1as 2st 1bl 1trey 1-9fg
"VanVleet, Fred",PG,15.6,"$3,500",tor,v mil, 118-112,30:58,   3pt 3rb 6as 1bl 3to 1trey 1-11fg
"Connaughton, Pat",SG,14.6,"$5,000",mil,@ tor, 112-118,11:34,   8pt 3rb 2as 2trey 3-3fg
"Meeks, Jodie",SG,0,"$3,500",tor,v mil, 118-112,00:42,   0pt
"Frazier, Tim",PG,0,"$3,500",mil,@ tor, 112-118,DNP,   
"Snell, Tony",SG,0,"$3,500",mil,@ tor, 112-118,DNP,   
"Brown, Sterling",SG,0,"$3,500",mil,@ tor, 112-118,DNP,   
"Lin, Jeremy",PG,0,"$3,500",tor,v mil, 118-112,DNP,   
"McCaw, Patrick",SG,0,"$3,500",tor,v mil, 118-112,NA,   
"DiVincenzo, Donte",SG,0,"$3,500",mil,@ tor, 112-118,NA,   
"Leonard, Kawhi",SF,58.3,"$10,300",tor,v mil, 118-112,52:08,   36pt 9rb 5as 2st 1bl 5to 2trey 11-25fg 12-13ft
"Antetokounmpo, Giannis",SF,57.1,"$12,000",mil,@ tor, 112-118,44:41,   12pt 23rb 7as 1st 4bl 8to 5-16fg 2-7ft
"Siakam, Pascal",PF,48.7,"$7,300",tor,v mil, 118-112,51:23,   25pt 11rb 1as 3st 1bl 3to 2trey 9-18fg 5-9ft
"Powell, Norman",SF,29.3,"$3,700",tor,v mil, 118-112,29:37,   19pt 4rb 3as 1st 2to 3trey 7-13fg 2-2ft
"Mirotic, Nikola",SF,24,"$5,200",mil,@ tor, 112-118,29:15,   10pt 5rb 3st 1to 1trey 3-11fg 3-3ft
"Ibaka, Serge",PF,18.2,"$4,500",tor,v mil, 118-112,14:29,   5pt 6rb 1st 1bl 1trey 2-9fg
"Ilyasova, Ersan",PF,4.7,"$4,700",mil,@ tor, 112-118,12:56,   2pt 1rb 1as 1-4fg
"Moreland, Eric",PF,0,"$3,500",tor,v mil, 118-112,DNP,   
"Miller, Malcolm",PF,0,"$3,500",tor,v mil, 118-112,DNP,   
"Wilson, D.J.",PF,0,"$3,500",mil,@ tor, 112-118,DNP,   
"Boucher, Chris",PF,0,"$3,500",tor,v mil, 118-112,DNP,   
"Anunoby, OG",SF,0,"$3,500",tor,v mil, 118-112,NA,   
"Gasol, Marc",C,55.9,"$6,200",tor,v mil, 118-112,44:47,   16pt 12rb 7as 1st 5bl 3to 4trey 5-10fg 2-2ft
"Lopez, Brook",C,30.7,"$5,500",mil,@ tor, 112-118,40:11,   16pt 6rb 1as 2st 3trey 5-10fg 3-3ft
"Gasol, Pau",C,0,"$3,500",mil,@ tor, 112-118,NA,   
