Name,Position,FDPoints,Salary,Team,Opp.,Score,Min,stats
"Harden, James",SG,60,"$11,500",hou,v gsw, 112-108,39:57,   38pt 10rb 4as 2bl 2to 6trey 13-29fg 6-8ft
"Irving, Kyrie",PG,47.2,"$9,400",bos,v mil, 101-113,43:30,   23pt 6rb 10as 2st 4to 1trey 7-22fg 8-9ft
"Curry, Stephen",PG,46.8,"$8,900",gsw,@ hou, 108-112,43:10,   30pt 4rb 8as 1st 3to 4trey 12-25fg 2-2ft
"Paul, Chris",PG,34.1,"$8,300",hou,v gsw, 112-108,35:53,   13pt 8rb 5as 1st 1bl 2to 2trey 4-11fg 3-4ft
"Brown, Jaylen",SG,29.4,"$5,700",bos,v mil, 101-113,29:55,   16pt 7rb 2as 1st 1to 2trey 5-11fg 4-4ft
"Gordon, Eric",SG,29.3,"$5,600",hou,v gsw, 112-108,39:57,   20pt 4rb 1as 1st 1bl 3to 2trey 6-17fg 6-6ft
"Middleton, Khris",SG,28.1,"$7,500",mil,@ bos, 113-101,37:01,   13pt 3rb 7as 1st 2to 2trey 4-19fg 3-3ft
"Hill, George",PG,27.3,"$4,900",mil,@ bos, 113-101,26:43,   15pt 4rb 5as 1trey 6-11fg 2-2ft
"Rivers, Austin",SG,26.7,"$3,900",hou,v gsw, 112-108,33:23,   10pt 6rb 3as 2st 1to 2trey 4-10fg
"Bledsoe, Eric",PG,25.9,"$6,600",mil,@ bos, 113-101,28:04,   13pt 2rb 3as 1st 2bl 3to 6-12fg 1-3ft
"Connaughton, Pat",SG,25.5,"$4,900",mil,@ bos, 113-101,32:40,   9pt 10rb 1as 1bl 1trey 3-7fg 2-3ft
"Thompson, Klay",SG,21.9,"$7,100",gsw,@ hou, 108-112,36:11,   11pt 7rb 1as 1st 2to 1trey 5-15fg
"Iguodala, Andre",SG,21.1,"$6,000",gsw,@ hou, 108-112,29:28,   7pt 8rb 3as 1trey 3-9fg 0-2ft
"Livingston, Shaun",PG,8.9,"$3,600",gsw,@ hou, 108-112,13:32,   2pt 2rb 1as 1st 1-4fg
"Smart, Marcus",SG,8.2,"$3,500",bos,v mil, 101-113,14:39,   3pt 1rb 2as 1st 2to 1trey 1-7fg
"Rozier, Terry",PG,6.4,"$4,300",bos,v mil, 101-113,10:27,   2pt 2rb 1bl 1to 1-5fg
"Brown, Sterling",SG,6.2,"$3,700",mil,@ bos, 113-101,9:07,   2pt 1rb 2as 1-3fg
"Shumpert, Iman",SG,5.4,"$3,500",hou,v gsw, 112-108,21:27,   5pt 2rb 2to 1trey 2-4fg 0-2ft
"Cook, Quinn",PG,0,"$3,500",gsw,@ hou, 108-112,00:04,   0pt
"Frazier, Tim",PG,0,"$3,500",mil,@ bos, 113-101,00:19,   0pt
"Snell, Tony",SG,0,"$3,500",mil,@ bos, 113-101,00:19,   0pt
"Evans III, Jacob",SG,0,"$3,500",gsw,@ hou, 108-112,DNP,   
"Brogdon, Malcolm",SG,0,"$5,000",mil,@ bos, 113-101,DNP,   
"Wanamaker, Brad",PG,0,"$3,500",bos,v mil, 101-113,DNP,   
"Gibson, Jonathan",PG,0,"$3,500",bos,v mil, 101-113,NA,   
"Chiozza, Chris",PG,0,"$3,500",hou,v gsw, 112-108,NA,   
"DiVincenzo, Donte",SG,0,"$3,500",mil,@ bos, 113-101,NA,   
"Antetokounmpo, Giannis",SF,68.2,"$11,800",mil,@ bos, 113-101,34:28,   39pt 16rb 4as 1st 1bl 2to 2trey 15-22fg 7-10ft
"Durant, Kevin",SF,52.9,"$11,000",gsw,@ hou, 108-112,43:10,   34pt 7rb 5as 1st 1bl 3to 2trey 12-22fg 8-10ft
"Tucker, P.J.",PF,42.5,"$5,800",hou,v gsw, 112-108,41:49,   17pt 10rb 3as 2st 1bl 3trey 6-12fg 2-2ft
"Green, Draymond",PF,41.5,"$8,600",gsw,@ hou, 108-112,40:48,   15pt 10rb 5as 2st 1bl 2to 6-11fg 3-5ft
"Tatum, Jayson",PF,39,"$7,000",bos,v mil, 101-113,35:07,   17pt 10rb 4as 2bl 2to 1trey 6-14fg 4-5ft
"Morris, Marcus",PF,37.8,"$5,900",bos,v mil, 101-113,34:28,   18pt 14rb 2as 1trey 5-10fg 7-11ft
