Name,Position,FDPoints,Salary,Team,Opp.,Score,Min,stats
"Curry, Stephen",PG,70.1,"$10,300",gsw,@ por, 119-117,47:24,   37pt 13rb 11as 1st 2to 7trey 11-25fg 8-9ft
"McCollum, C.J.",SG,46.9,"$7,700",por,v gsw, 117-119,44:08,   26pt 2rb 7as 1st 2bl 1to 5trey 10-22fg 1-1ft
"Lillard, Damian",PG,46.8,"$9,000",por,v gsw, 117-119,43:46,   28pt 4rb 12as 4to 4trey 11-24fg 2-2ft
"Thompson, Klay",SG,32.2,"$8,000",gsw,@ por, 119-117,46:17,   17pt 6rb 2as 2st 1bl 4to 3trey 7-21fg
"Livingston, Shaun",PG,16.7,"$3,500",gsw,@ por, 119-117,21:34,   8pt 1rb 1as 1st 1bl 4-4fg
"Curry, Seth",PG,5.4,"$4,800",por,v gsw, 117-119,14:32,   1pt 2rb 2as 1to 0-1fg 1-1ft
"Cook, Quinn",PG,4.7,"$3,500",gsw,@ por, 119-117,13:47,   4pt 1rb 1as 2to 2-5fg
"Evans III, Jacob",SG,0,"$3,500",gsw,@ por, 119-117,3:35,   0pt
"Simons, Anfernee",SG,0,"$3,500",por,v gsw, 117-119,DNP,   
"Trent Jr., Gary",SG,0,"$3,500",por,v gsw, 117-119,NA,   
"Iguodala, Andre",SG,0,"$5,800",gsw,@ por, 119-117,NA,   
"Green, Draymond",PF,60.3,"$9,500",gsw,@ por, 119-117,43:20,   18pt 14rb 11as 3st 2bl 6to 1trey 7-13fg 3-4ft
"Leonard, Meyers",PF,52.9,"$3,700",por,v gsw, 117-119,40:17,   30pt 12rb 3as 1st 1bl 2to 5trey 12-16fg 1-2ft
"Looney, Kevon",PF,34.8,"$5,400",gsw,@ por, 119-117,29:19,   12pt 14rb 1st 1bl 5-7fg 2-2ft
"Hood, Rodney",SF,18.4,"$4,500",por,v gsw, 117-119,40:04,   7pt 2rb 2as 2st 1trey 3-11fg
"Turner, Evan",SF,17.9,"$3,900",por,v gsw, 117-119,31:01,   4pt 7rb 3as 1bl 2to 2-8fg
"Collins, Zach",PF,14.4,"$4,500",por,v gsw, 117-119,11:23,   10pt 2rb 1bl 1to 1trey 4-7fg 1-1ft
"McKinnie, Alfonzo",SF,14.4,"$3,500",gsw,@ por, 119-117,26:23,   12pt 2rb 1trey 5-12fg 1-2ft
"Harkless, Maurice",SF,11.8,"$5,000",por,v gsw, 117-119,15:57,   5pt 4rb 2as 1to 2-3fg 1-3ft
"Jerebko, Jonas",PF,5.9,"$3,600",gsw,@ por, 119-117,9:52,   0pt 2rb 1as 1st 1to 0-4fg
"Aminu, Al-Farouq",PF,4.2,"$4,200",por,v gsw, 117-119,11:09,   0pt 1rb 1bl 0-2fg
"Labissiere, Skal",PF,0,"$3,500",por,v gsw, 117-119,DNP,   
"Layman, Jake",SF,0,"$3,500",por,v gsw, 117-119,DNP,   
"Durant, Kevin",SF,0,"$11,000",gsw,@ por, 119-117,NA,   
"Bell, Jordan",C,13,"$4,000",gsw,@ por, 119-117,14:00,   7pt 2as 1st 3-5fg 1-2ft
"Kanter, Enes",C,11.4,"$4,900",por,v gsw, 117-119,12:43,   6pt 2rb 1st 3-4fg
"Bogut, Andrew",C,9.1,"$3,500",gsw,@ por, 119-117,9:29,   4pt 3rb 1as 2-3fg
"Jones, Damian",C,0,"$3,500",gsw,@ por, 119-117,DNP,   
"Nurkic, Jusuf",C,0,"$3,500",por,v gsw, 117-119,NA,   
"Cousins, DeMarcus",C,0,"$3,500",gsw,@ por, 119-117,NA,   
