Name,Position,FDPoints,Salary,Team,Opp.,Score,Min,stats
"Leonard, Kawhi",NA,63.9,N/A,tor,v mil, 100-94,41:26,   27pt 17rb 7as 2st 2bl 6to 1trey 9-22fg 8-11ft
"Antetokounmpo, Giannis",NA,53.2,N/A,mil,@ tor, 94-100,40:32,   21pt 11rb 4as 2st 3bl 2to 2trey 7-18fg 5-10ft
"Lopez, Brook",NA,38.3,N/A,mil,@ tor, 94-100,34:01,   18pt 9rb 1as 3bl 1to 5-12fg 8-9ft
"Lowry, Kyle",NA,37,N/A,tor,v mil, 100-94,41:06,   17pt 5rb 8as 1st 1to 3trey 6-10fg 2-2ft
"Siakam, Pascal",NA,26.8,N/A,tor,v mil, 100-94,41:30,   18pt 4rb 1st 1bl 2to 1trey 7-17fg 3-4ft
"Bledsoe, Eric",NA,25.5,N/A,mil,@ tor, 94-100,30:13,   8pt 5rb 7as 1st 2to 1trey 3-9fg 1-2ft
"Hill, George",NA,21.9,N/A,mil,@ tor, 94-100,32:00,   10pt 2rb 3as 2st 1to 1trey 4-10fg 1-2ft
"Ilyasova, Ersan",NA,21.7,N/A,mil,@ tor, 94-100,21:31,   13pt 6rb 1as 2trey 3-7fg 5-6ft
"Gasol, Marc",NA,18.6,N/A,tor,v mil, 100-94,26:18,   6pt 3rb 2as 1st 1bl 2trey 2-3fg
"VanVleet, Fred",NA,17,N/A,tor,v mil, 100-94,33:51,   14pt 2as 4trey 5-6fg
"Middleton, Khris",NA,16.8,N/A,mil,@ tor, 94-100,40:36,   14pt 4rb 2to 4trey 5-13fg
"Brogdon, Malcolm",NA,16.6,N/A,mil,@ tor, 94-100,31:26,   10pt 3rb 2as 1st 3to 2trey 3-6fg 2-2ft
"Powell, Norman",NA,12.8,N/A,tor,v mil, 100-94,16:31,   9pt 4rb 1to 1trey 3-5fg 2-3ft
"Ibaka, Serge",NA,12.6,N/A,tor,v mil, 100-94,24:53,   9pt 3rb 4-7fg 1-2ft
"Green, Danny",NA,9.9,N/A,tor,v mil, 100-94,14:25,   0pt 2rb 1as 2st 0-4fg
"Connaughton, Pat",NA,9.9,N/A,mil,@ tor, 94-100,9:41,   0pt 2rb 1as 1st 1bl
