Name,Position,FDPoints,Salary,Team,Opp.,Score,Min,stats
"McCollum, C.J.",SG,55.3,"$7,600",por,@ den, 100-96,45:17,   37pt 9rb 1as 1st 1bl 1trey 17-29fg 2-2ft
"Lillard, Damian",PG,45,"$9,400",por,@ den, 100-96,45:25,   13pt 10rb 8as 3st 1to 2trey 3-17fg 5-6ft
"Simmons, Ben",PG,37.1,"$7,700",phi,@ tor, 90-92,42:27,   13pt 8rb 5as 1st 3bl 5to 4-5fg 5-6ft
"Murray, Jamal",PG,30.7,"$8,500",den,v por, 96-100,37:53,   17pt 6rb 5as 1to 4-18fg 9-9ft
"Lowry, Kyle",PG,30.2,"$7,100",tor,v phi, 92-90,39:03,   10pt 6rb 6as 2st 2to 1trey 4-13fg 1-1ft
"Harris, Gary",SG,25.7,"$6,000",den,v por, 96-100,39:10,   15pt 6rb 3as 1to 7-11fg 1-2ft
"Butler, Jimmy",SG,24.3,"$9,900",phi,@ tor, 90-92,42:49,   16pt 4rb 1as 1st 1to 1trey 5-14fg 5-6ft
"Craig, Torrey",SG,19.6,"$4,000",den,v por, 96-100,33:01,   8pt 8rb 2as 1to 2-5fg 4-5ft
"Green, Danny",SG,14.3,"$4,900",tor,v phi, 92-90,30:22,   2pt 4rb 1as 1st 1bl 1-3fg
"Morris, Monte",SG,11.9,"$3,500",den,v por, 96-100,10:07,   5pt 2rb 1as 1st 1-3fg 3-5ft
"VanVleet, Fred",PG,10.2,"$3,500",tor,v phi, 92-90,15:21,   4pt 1rb 2st 1to 0-5fg 4-4ft
"Curry, Seth",PG,0,"$3,900",por,@ den, 100-96,16:19,   0pt 0-2fg
"Beasley, Malik",SG,0,"$3,900",den,v por, 96-100,7:15,   0pt 0-1fg
"McConnell, T.J.",PG,0,"$3,500",phi,@ tor, 90-92,DNP,   
"Simons, Anfernee",SG,0,"$3,500",por,@ den, 100-96,DNP,   
"Lin, Jeremy",PG,0,"$3,500",tor,v phi, 92-90,DNP,   
"McCaw, Patrick",SG,0,"$3,500",tor,v phi, 92-90,DNP,   
"Thomas, Isaiah",PG,0,"$3,500",den,v por, 96-100,DNP,   
"Meeks, Jodie",SG,0,"$3,500",tor,v phi, 92-90,DNP,   
"Korkmaz, Furkan",SG,0,"$3,500",phi,@ tor, 90-92,NA,   
"Trent Jr., Gary",SG,0,"$3,500",por,@ den, 100-96,NA,   
"Smith, Zhaire",SG,0,"$3,500",phi,@ tor, 90-92,NA,   
"Leonard, Kawhi",SF,60.1,"$10,400",tor,v phi, 92-90,43:17,   41pt 8rb 3as 3st 4to 2trey 16-39fg 7-8ft
"Harris, Tobias",SF,32.5,"$7,400",phi,@ tor, 90-92,42:17,   15pt 10rb 3as 1st 2to 2trey 5-9fg 3-4ft
"Siakam, Pascal",PF,32.2,"$7,800",tor,v phi, 92-90,37:38,   11pt 11rb 2as 2st 1to 4-11fg 3-4ft
"Redick, J.J.",SF,31.3,"$4,200",phi,@ tor, 90-92,40:25,   17pt 4rb 3as 1st 1bl 1to 4trey 5-11fg 3-3ft
"Ibaka, Serge",PF,29.1,"$4,600",tor,v phi, 92-90,29:07,   17pt 8rb 3as 2to 3trey 6-10fg 2-2ft
"Millsap, Paul",PF,28.9,"$8,100",den,v por, 96-100,31:54,   10pt 7rb 1as 3bl 3-13fg 4-6ft
"Turner, Evan",SF,28.4,"$3,700",por,@ den, 100-96,19:12,   14pt 7rb 2as 1bl 3-7fg 8-9ft
"Collins, Zach",PF,25.5,"$5,300",por,@ den, 100-96,23:17,   7pt 5rb 1as 4bl 1to 1trey 2-6fg 2-2ft
"Harkless, Maurice",SF,22.5,"$4,000",por,@ den, 100-96,16:48,   6pt 5rb 3as 1st 1bl 3-5fg 0-1ft
"Plumlee, Mason",PF,17.2,"$4,100",den,v por, 96-100,18:48,   4pt 6rb 2bl 1-3fg 2-5ft
"Barton, Will",SF,13.1,"$4,500",den,v por, 96-100,19:58,   8pt 3rb 1as 4-9fg
"Hood, Rodney",SF,9.6,"$4,800",por,@ den, 100-96,20:11,   6pt 3rb 2-6fg 2-2ft
"Ennis, James",SF,7.4,"$4,400",phi,@ tor, 90-92,14:22,   6pt 2rb 1to 1trey 2-4fg 1-2ft
"Aminu, Al-Farouq",PF,5.6,"$5,000",por,@ den, 100-96,7:08,   3pt 3rb 1to 1-4fg 1-2ft
"Scott, Mike",PF,4.4,"$3,700",phi,@ tor, 90-92,10:47,   2pt 2rb 1-3fg
