Name,Position,FDPoints,Salary,Team,Opp.,Score,Min,stats
"Harden, James",SG,89.9,"$13,500",hou,@ uta, 125-98,39:42,   43pt 12rb 5as 6st 4bl 5to 4trey 12-22fg 15-15ft
"Walker, Kemba",PG,62.2,"$8,500",cha,v chi, 125-118,36:37,   37pt 6rb 10as 1st 4trey 10-23fg 13-14ft
"Doncic, Luka",SG,58.2,"$9,000",dal,@ cle, 111-98,32:44,   35pt 11rb 6as 1st 2to 4trey 13-25fg 5-7ft
"Booker, Devin",SG,55.6,"$8,700",pho,v atl, 112-118,42:44,   32pt 8rb 10as 1st 4to 4trey 13-27fg 2-3ft
"Williams, Louis",SG,54.1,"$7,400",lac,@ det, 111-101,34:47,   39pt 3rb 9as 2to 2trey 13-26fg 11-11ft
"Butler, Jimmy",SG,49.3,"$8,600",phi,@ sac, 108-115,38:56,   29pt 4rb 7as 2st 1to 4trey 11-18fg 3-3ft
"Hield, Buddy",SG,46.7,"$6,500",sac,v phi, 115-108,35:29,   34pt 6rb 3as 1st 2to 7trey 12-21fg 3-4ft
"Jackson, Reggie",PG,44.9,"$5,900",det,v lac, 101-111,36:23,   29pt 2rb 7as 1st 5trey 11-22fg 2-2ft
"Mitchell, Donovan",SG,44.7,"$8,800",uta,v hou, 98-125,36:10,   26pt 6rb 9as 1st 5to 2trey 7-24fg 10-11ft
"Young, Trae",PG,43.4,"$7,400",atl,@ pho, 118-112,34:20,   27pt 7rb 8as 4to 4trey 9-21fg 5-7ft
"Morris, Monte",SG,42.4,"$4,700",den,@ min, 107-106,40:48,   17pt 7rb 10as 1st 1to 1trey 7-13fg 2-2ft
"Gilgeous-Alexander, Shai",PG,39.9,"$4,600",lac,@ det, 111-101,30:01,   14pt 7rb 5as 3st 1bl 2to 1trey 4-9fg 5-8ft
"Fox, De'Aaron",PG,39.6,"$7,400",sac,v phi, 115-108,34:58,   19pt 3rb 8as 3st 4to 1trey 5-14fg 8-9ft
"Simmons, Ben",PG,37.6,"$9,700",phi,@ sac, 108-115,41:57,   22pt 8rb 4as 1st 3to 9-14fg 4-6ft
"Rondo, Rajon",PG,37.1,"$6,900",lal,@ gsw, 101-115,37:53,   12pt 8rb 11as 1st 4to 1trey 5-14fg 1-2ft
"Wade, Dwyane",SG,36.2,"$5,300",mia,v ind, 88-95,27:22,   21pt 6rb 4as 1bl 1to 3trey 7-15fg 4-4ft
"Middleton, Khris",SG,34.4,"$6,700",mil,@ was, 131-115,29:40,   20pt 7rb 6as 3to 4trey 8-14fg
