Name,Position,FDPoints,Salary,Team,Opp.,Score,Min,stats
"Irving, Kyrie",PG,62,"$9,600",bos,@ chi, 116-126,40:39,   37pt 5rb 10as 1st 1bl 2to 3trey 14-24fg 6-6ft
"Westbrook, Russell",PG,58,"$11,900",okc,v sac, 116-119,35:19,   41pt 10rb 4as 1st 1bl 7to 5trey 15-30fg 6-8ft
"Russell, D'Angelo",SG,56.7,"$9,100",bkn,@ cha, 117-115,35:26,   40pt 1rb 7as 2st 1bl 4to 6trey 14-31fg 6-6ft
"Paul, Chris",PG,55.5,"$8,000",hou,@ gsw, 118-112,36:02,   23pt 5rb 17as 2st 5to 4trey 7-18fg 5-5ft
"Beal, Bradley",SG,51.6,"$9,800",was,v ind, 112-119,41:01,   35pt 3rb 6as 2st 2to 3trey 12-22fg 8-8ft
"LaVine, Zach",SG,50.2,"$7,900",chi,v bos, 126-116,38:53,   42pt 6rb 4as 5to 5trey 17-29fg 3-3ft
"Johnson, Tyler",PG,50,"$4,700",pho,@ atl, 112-120,34:34,   29pt 5rb 4as 2st 1bl 4trey 10-16fg 5-6ft
"Curry, Stephen",PG,49.3,"$9,500",gsw,v hou, 112-118,35:42,   25pt 9rb 7as 1st 1bl 3to 5trey 9-18fg 2-2ft
"Holiday, Jrue",SG,49.1,"$8,900",nor,v lal, 128-115,33:00,   27pt 3rb 7as 3st 1to 5trey 10-18fg 2-3ft
"Hield, Buddy",SG,49,"$6,300",sac,@ okc, 119-116,35:50,   34pt 5rb 4as 1st 1bl 3to 3trey 12-22fg 7-9ft
"Simmons, Ben",PG,48.4,"$8,800",phi,v por, 115-130,36:04,   29pt 7rb 10as 4to 11-17fg 7-8ft
"Booker, Devin",SG,47.4,"$8,200",pho,@ atl, 112-120,36:06,   26pt 7rb 8as 1bl 2to 2trey 8-23fg 8-8ft
"Mitchell, Donovan",SG,44.6,"$8,300",uta,v dal, 125-109,32:55,   25pt 8rb 6as 1bl 2to 2trey 8-14fg 7-7ft
"Fox, De'Aaron",PG,43.7,"$7,200",sac,@ okc, 119-116,33:37,   19pt 1rb 9as 1st 3bl 2to 1trey 7-16fg 4-6ft
"Walker, Kemba",PG,42.7,"$10,000",cha,v bkn, 115-117,40:09,   32pt 1rb 3as 2st 1to 6trey 12-28fg 2-2ft
"Rubio, Ricky",PG,40.3,"$6,400",uta,v dal, 125-109,36:14,   25pt 4rb 5as 1st 1trey 8-14fg 8-10ft
"Middleton, Khris",SG,39.9,"$6,400",mil,v min, 140-128,32:32,   28pt 7rb 3as 1to 4trey 10-18fg 4-4ft
"Thompson, Klay",SG,39.8,"$7,100",gsw,v hou, 112-118,37:35,   20pt 4rb 6as 2st 3trey 7-17fg 3-3ft
"Bazemore, Kent",SG,38.5,"$4,800",atl,v pho, 120-112,32:31,   23pt 5rb 1as 2st 1bl 1to 5trey 9-19fg
"Young, Trae",PG,38.4,"$8,500",atl,v pho, 120-112,33:37,   23pt 2rb 8as 1st 2to 2trey 5-14fg 11-12ft
"Lillard, Damian",PG,38.2,"$10,100",por,@ phi, 130-115,29:38,   17pt 6rb 8as 1st 1to 1trey 5-10fg 6-6ft
"Smith, Ishmael",PG,37.9,"$3,600",det,@ mia, 119-96,25:23,   22pt 2rb 9as 1st 3to 1trey 8-9fg 5-6ft
"Payton, Elfrid",PG,37.5,"$5,100",nor,v lal, 128-115,36:06,   14pt 5rb 9as 2st 1bl 5to 2trey 5-10fg 2-2ft
"Gordon, Eric",SG,37.2,"$5,300",hou,@ gsw, 118-112,33:50,   25pt 1rb 4as 1st 1bl 1to 4trey 8-20fg 5-5ft
"Jones, Tyus",PG,37.1,"$3,700",min,@ mil, 128-140,28:22,   9pt 3rb 9as 4st 1to 4-10fg 1-2ft
"Sexton, Collin",PG,36.7,"$5,500",cle,v mem, 112-107,32:21,   20pt 6rb 5as 2st 4to 4trey 8-16fg
"Bledsoe, Eric",PG,35.5,"$6,300",mil,v min, 140-128,29:55,   16pt 5rb 7as 2st 3to 1trey 6-11fg 3-3ft
"Parker, Tony",PG,35.5,"$3,500",cha,v bkn, 115-117,29:31,   21pt 5rb 5as 1bl 2to 10-16fg 1-2ft
"Wiggins, Andrew",SG,33.8,"$7,000",min,@ mil, 128-140,37:49,   18pt 9rb 4as 1to 3trey 7-15fg 1-2ft
"Kennard, Luke",SG,33.5,"$4,900",det,@ mia, 119-96,33:19,   17pt 5rb 1as 3st 3trey 6-11fg 2-3ft
"Hardaway Jr., Tim",SG,33,"$5,500",dal,@ uta, 109-125,27:04,   21pt 5rb 4as 2trey 6-13fg 7-7ft
"Conley, Mike",PG,33,"$7,700",mem,@ cle, 107-112,30:03,   18pt 5rb 2as 3st 3to 5-12fg 8-8ft
"Burke, Trey",PG,32.9,"$3,700",dal,@ uta, 109-125,23:06,   20pt 7rb 3as 1trey 8-15fg 3-4ft
"Satoransky, Tomas",PG,31.5,"$6,200",was,v ind, 112-119,32:20,   12pt 3as 6st 3to 2trey 5-7fg
"McCollum, C.J.",SG,31,"$6,600",por,@ phi, 130-115,33:40,   15pt 5rb 4as 2st 2to 1trey 6-17fg 2-2ft
"Wright, Delon",SG,29.9,"$5,400",mem,@ cle, 107-112,32:28,   15pt 7rb 3as 1bl 1to 1trey 6-14fg 2-2ft
"Rose, Derrick",PG,29.4,"$5,600",min,@ mil, 128-140,23:11,   23pt 2rb 4as 2to 10-15fg 3-3ft
"Brogdon, Malcolm",SG,29,"$5,900",mil,v min, 140-128,30:34,   16pt 5rb 4as 1st 2to 2trey 5-11fg 4-5ft
"Wade, Dwyane",SG,28.6,"$5,400",mia,v det, 96-119,25:56,   15pt 3rb 4as 1st 1bl 2to 6-14fg 3-5ft
"Clark, Ian",SG,27.7,"$3,500",nor,v lal, 128-115,25:58,   17pt 1rb 1as 3st 1to 2trey 7-12fg 1-1ft
"Collison, Darren",PG,27.7,"$6,300",ind,@ was, 119-112,31:30,   15pt 6rb 5as 1st 5to 1trey 4-7fg 6-6ft
