Name,Position,FDPoints,Salary,Team,Opp.,Score,Min,stats
"Walker, Kemba",PG,54.2,"$9,300",cha,@ dal, 93-99,36:33,   30pt 11rb 6as 2st 4to 4trey 10-22fg 6-6ft
"LaVine, Zach",SG,53.1,"$7,300",chi,v nor, 120-125,33:13,   28pt 8rb 7as 2bl 1to 3trey 10-21fg 5-8ft
"Harden, James",SG,51.7,"$14,000",hou,@ sac, 127-101,31:38,   36pt 6rb 1as 2st 1bl 2to 8trey 13-26fg 2-2ft
"Bledsoe, Eric",PG,50.7,"$7,500",mil,v was, 148-129,26:42,   22pt 6rb 11as 2st 1to 4trey 8-16fg 2-2ft
"Beal, Bradley",SG,49.6,"$9,000",was,@ mil, 129-148,39:08,   30pt 8rb 4as 3st 1bl 8to 2trey 12-22fg 4-5ft
"Russell, D'Angelo",SG,47.7,"$8,300",bkn,v den, 135-130,35:02,   27pt 6rb 11as 3to 6trey 10-23fg 1-1ft
"Doncic, Luka",SG,47.5,"$9,700",dal,v cha, 99-93,34:40,   19pt 10rb 11as 1st 3to 2trey 5-20fg 7-9ft
"Thompson, Klay",SG,44.2,"$7,100",gsw,v sas, 141-102,28:53,   26pt 1rb 6as 2st 1bl 1to 4trey 11-13fg
"Holiday, Jrue",SG,43.7,"$9,400",nor,@ chi, 125-120,33:07,   18pt 6rb 11as 1bl 1to 3trey 6-19fg 3-4ft
"Dunn, Kris",PG,41.8,"$6,600",chi,v nor, 120-125,37:31,   18pt 4rb 8as 2st 1bl 2to 2trey 8-13fg
"Curry, Stephen",PG,41.5,"$9,200",gsw,v sas, 141-102,28:36,   19pt 5rb 7as 2st 1bl 3to 3trey 7-12fg 2-3ft
"Murray, Jamal",PG,40.1,"$6,500",den,@ bkn, 130-135,31:56,   19pt 3rb 11as 1st 2to 2trey 8-17fg 1-1ft
"Paul, Chris",PG,39.9,"$7,600",hou,@ sac, 127-101,29:53,   15pt 2rb 11as 2st 1bl 3to 1trey 4-13fg 6-6ft
"Satoransky, Tomas",PG,38.4,"$6,700",was,@ mil, 129-148,37:37,   16pt 7rb 10as 1st 4to 3trey 5-10fg 3-4ft
"Rubio, Ricky",PG,36.8,"$6,300",uta,v pho, 116-88,31:34,   13pt 9rb 6as 3st 5to 1trey 5-9fg 2-3ft
"Morris, Monte",SG,34.5,"$6,400",den,@ bkn, 130-135,27:54,   18pt 5rb 5as 1st 1trey 8-14fg 1-2ft
"Bogdanovic, Bogdan",SG,34.3,"$5,400",sac,v hou, 101-127,31:37,   13pt 4rb 3as 3st 1bl 1trey 6-15fg
"Brogdon, Malcolm",SG,32.9,"$6,200",mil,v was, 148-129,27:14,   18pt 2rb 5as 2st 1to 3trey 7-14fg 1-2ft
"Harrison, Shaquille",PG,31.4,"$4,000",chi,v nor, 120-125,26:06,   9pt 2rb 4as 4st 1bl 1to 1trey 3-6fg 2-3ft
"Mitchell, Donovan",SG,29.6,"$8,800",uta,v pho, 116-88,31:55,   21pt 3rb 2as 1st 1to 1trey 8-21fg 4-5ft
"Hield, Buddy",SG,29,"$6,700",sac,v hou, 101-127,32:33,   20pt 10rb 2as 6to 3trey 8-17fg 1-1ft
"Brunson, Jalen",PG,28.9,"$4,100",dal,v cha, 99-93,30:24,   8pt 7rb 5as 2st 1to 4-11fg 0-3ft
"Napier, Shabazz",PG,27.9,"$5,900",bkn,v den, 135-130,26:53,   10pt 2rb 11as 1to 2trey 2-4fg 4-6ft
"Graham, Treveon",SG,27.1,"$3,600",bkn,v den, 135-130,22:50,   16pt 3rb 1as 2st 4trey 6-9fg
"Hardaway Jr., Tim",SG,24.8,"$6,100",dal,v cha, 99-93,26:27,   12pt 4rb 2as 1st 1bl 1to 2trey 5-16fg
"Middleton, Khris",SG,24.4,"$6,700",mil,v was, 148-129,26:54,   16pt 2rb 4as 1st 3to 3trey 6-10fg 1-1ft
"Mills, Patty",PG,24.4,"$4,300",sas,@ gsw, 102-141,17:27,   16pt 2rb 4as 1st 3to 4trey 6-10fg
"Iguodala, Andre",SG,24.2,"$5,300",gsw,v sas, 141-102,19:09,   11pt 6rb 4as 1trey 5-7fg
"Lamb, Jeremy",SG,23,"$5,500",cha,@ dal, 93-99,28:33,   15pt 5rb 1bl 1to 6-16fg 3-4ft
"Beasley, Malik",SG,22.9,"$5,100",den,@ bkn, 130-135,31:50,   17pt 2rb 1as 1st 1to 3trey 7-15fg
"Gordon, Eric",SG,22.4,"$4,900",hou,@ sac, 127-101,21:31,   20pt 2rb 4trey 7-14fg 2-2ft
"Cook, Quinn",PG,20.8,"$3,500",gsw,v sas, 141-102,13:35,   4pt 4rb 4as 2st 2-10fg
"Craig, Torrey",SG,18.9,"$3,500",den,@ bkn, 130-135,22:36,   9pt 2rb 1as 2bl 3trey 3-5fg
"Hill, George",PG,18.4,"$3,700",mil,v was, 148-129,24:56,   9pt 2rb 2as 1st 1bl 2to 1trey 4-8fg
"Frazier, Tim",PG,18.3,"$4,100",nor,@ chi, 125-120,23:59,   8pt 4rb 3as 1st 2to 3-4fg 2-4ft
"Jackson, Frank",PG,17,"$3,700",nor,@ chi, 125-120,18:01,   7pt 5rb 2as 1bl 2to 1trey 3-8fg
"Brown, Sterling",SG,16.3,"$3,500",mil,v was, 148-129,18:19,   7pt 4rb 1as 1st 1trey 2-3fg 2-4ft
"Mason III, Frank",SG,15.9,"$3,500",sac,v hou, 101-127,12:00,   13pt 2rb 1as 1to 2trey 4-6fg 3-5ft
"Arcidiacono, Ryan",PG,15.9,"$4,400",chi,v nor, 120-125,14:47,   3pt 2rb 3as 2st 1trey 1-4fg
"Fox, De'Aaron",PG,15.4,"$8,000",sac,v hou, 101-127,28:37,   6pt 2rb 6as 1bl 5to 3-8fg
"Rivers, Austin",SG,15.4,"$3,700",hou,@ sac, 127-101,28:32,   12pt 2rb 2as 2to 2trey 5-12fg
"Forbes, Bryn",PG,13.9,"$4,400",sas,@ gsw, 102-141,18:58,   10pt 2rb 1as 1st 3to 2trey 3-11fg 2-2ft
"Randle, Chasson",SG,13.4,"$3,500",was,@ mil, 129-148,15:20,   6pt 2rb 4as 1to 1trey 2-7fg 1-2ft
"Graham, Devonte'",PG,13.4,"$3,700",cha,@ dal, 93-99,11:27,   7pt 2rb 2as 1st 2to 1trey 3-6fg
"Monk, Malik",SG,12.9,"$4,600",cha,@ dal, 93-99,19:43,   7pt 2rb 1as 1bl 1to 1trey 3-9fg
"Luwawu, Timothe",SG,12.6,"$3,500",chi,v nor, 120-125,19:26,   9pt 3rb 2trey 3-11fg 1-1ft
"Crabbe, Allen",SG,12.5,"$4,200",bkn,v den, 135-130,13:24,   5pt 3as 1st 1trey 2-5fg
"Livingston, Shaun",PG,12.4,"$3,500",gsw,v sas, 141-102,12:31,   4pt 2rb 1st 1bl 2-3fg
"Walker, Lonnie",SG,12.1,"$3,500",sas,@ gsw, 102-141,25:52,   4pt 3rb 1as 2st 3to 0-10fg 4-4ft
"Pondexter, Quincy",SG,11.7,"$3,500",sas,@ gsw, 102-141,19:58,   6pt 1rb 3as 3-6fg
"Ferrell, Yogi",PG,11.2,"$3,900",sac,v hou, 101-127,24:47,   4pt 1rb 2as 1st 1trey 1-5fg 1-1ft
"Harris, Devin",PG,10.1,"$3,500",dal,v cha, 99-93,14:50,   5pt 3rb 1as 1bl 3to 1trey 1-2fg 2-2ft
"McRae, Jordan",SG,10,"$4,100",was,@ mil, 129-148,19:19,   9pt 1bl 2to 1trey 4-7fg
"Okobo, Elie",PG,9.6,"$3,800",pho,@ uta, 88-116,33:08,   4pt 3rb 4as 4to 2-6fg
"Snell, Tony",SG,9.5,"$3,500",mil,v was, 148-129,17:05,   5pt 1as 1st 1trey 2-3fg
"Belinelli, Marco",SG,9.2,"$4,300",sas,@ gsw, 102-141,24:47,   9pt 1rb 1to 2trey 3-9fg 1-1ft
"Neto, Raul",PG,7.5,"$3,600",uta,v pho, 116-88,12:02,   3pt 3as 1trey 1-3fg
"Clark, Ian",SG,6.9,"$3,600",nor,@ chi, 125-120,21:03,   6pt 2rb 1as 3to 1trey 2-4fg 1-1ft
"Selden, Wayne",SG,6.5,"$4,100",chi,v nor, 120-125,19:38,   6pt 1as 1to 2trey 2-3fg
"Evans, Jawun",PG,4.9,"$3,500",pho,@ uta, 88-116,11:14,   2pt 2rb 1as 1to 1-3fg
"Crawford, Jamal",SG,4.2,"$3,800",pho,@ uta, 88-116,10:10,   0pt 1rb 4as 3to 0-3fg
"Daniels, Troy",SG,3.2,"$3,500",pho,@ uta, 88-116,13:31,   3pt 1rb 1to 1trey 1-4fg
"Korver, Kyle",SG,2,"$3,600",uta,v pho, 116-88,14:39,   3pt 1to 1trey 1-5fg 0-1ft
"Burke, Trey",PG,1.7,"$5,500",dal,v cha, 99-93,4:29,   0pt 1rb 1as 1to 0-2fg
"Allen, Grayson",SG,1.2,"$3,500",uta,v pho, 116-88,2:59,   0pt 1rb 0-2fg
"Connaughton, Pat",SG,1,"$3,700",mil,v was, 148-129,2:48,   1pt 1-2ft
"Lee, Courtney",SG,0,"$3,500",dal,v cha, 99-93,DNP,   
"Blakeney, Antonio",SG,0,"$4,000",chi,v nor, 120-125,DNP,   
