Name,Position,FDPoints,Salary,Team,Opp.,Score,Min,stats
"Westbrook, Russell",PG,81.3,"$12,400",okc,@ nor, 122-131,39:02,   44pt 14rb 11as 1st 2bl 5to 4trey 18-30fg 4-4ft
"Holiday, Jrue",SG,61.5,"$9,000",nor,v okc, 131-122,38:48,   32pt 5rb 7as 2st 3bl 2to 3trey 12-27fg 5-5ft
"Young, Trae",PG,42.7,"$8,400",atl,v nyk, 91-106,31:06,   16pt 6rb 11as 2st 3to 1trey 6-19fg 3-4ft
"Smith Jr., Dennis",PG,33.9,"$7,800",nyk,@ atl, 106-91,31:50,   19pt 2rb 7as 1st 1to 2trey 7-10fg 3-8ft
"Fournier, Evan",SG,30.6,"$6,300",orl,v cha, 127-89,27:17,   12pt 3rb 6as 2st 1trey 5-12fg 1-2ft
"Ross, Terrence",SG,28.2,"$5,800",orl,v cha, 127-89,21:49,   21pt 1rb 2as 1bl 3trey 8-15fg 2-3ft
"Allen, Kadeem",PG,27.9,"$4,000",nyk,@ atl, 106-91,24:25,   14pt 2rb 9as 2to 1trey 5-9fg 3-4ft
"Bazemore, Kent",SG,24.7,"$4,600",atl,v nyk, 91-106,26:59,   16pt 6rb 1as 7-14fg 2-3ft
"Dotson, Damyean",SG,24.5,"$3,700",nyk,@ atl, 106-91,21:10,   13pt 5rb 1as 1st 1bl 2to 1trey 4-11fg 4-4ft
"Walker, Kemba",PG,22.9,"$10,700",cha,@ orl, 89-127,27:40,   10pt 2rb 3as 2st 4-20fg 2-3ft
"Monk, Malik",SG,22.8,"$3,700",cha,@ orl, 89-127,24:30,   15pt 4rb 2as 1trey 7-16fg
"Augustin, D.J.",PG,22.7,"$5,000",orl,v cha, 127-89,21:52,   8pt 1rb 7as 1bl 2trey 3-5fg
"Briscoe, Isaiah",PG,22.1,"$3,800",orl,v cha, 127-89,26:08,   6pt 8rb 5as 1to 2trey 2-5fg
"Lamb, Jeremy",SG,20.8,"$6,600",cha,@ orl, 89-127,17:48,   14pt 4rb 2as 1to 1trey 6-10fg 1-2ft
"Felton, Raymond",PG,17.7,"$3,700",okc,@ nor, 122-131,23:01,   9pt 1rb 5as 1trey 3-4fg 2-2ft
"Ferguson, Terrance",SG,15.9,"$4,000",okc,@ nor, 122-131,36:10,   6pt 2rb 1as 1st 1bl 2trey 2-9fg
"Graham, Devonte'",PG,15.4,"$3,600",cha,@ orl, 89-127,21:38,   2pt 2rb 4as 2bl 1to 1-5fg
"Grant, Jerian",PG,10.5,"$3,500",orl,v cha, 127-89,5:21,   6pt 1as 1st 1trey 2-3fg 1-1ft
"Mack, Shelvin",PG,10.4,"$4,000",cha,@ orl, 89-127,11:39,   6pt 2rb 1st 1to 1-5fg 4-5ft
"Huerter, Kevin",SG,8.8,"$5,300",atl,v nyk, 91-106,22:59,   0pt 4rb 4as 2to 0-4fg
"Burton, Deonte",SG,6.7,"$3,700",okc,@ nor, 122-131,14:20,   2pt 1rb 1as 1st 1to 1-3fg
"Jackson, Frank",PG,6.5,"$3,600",nor,v okc, 131-122,10:09,   2pt 3as 1-2fg
"Trier, Allonzo",SG,6.2,"$3,700",nyk,@ atl, 106-91,18:35,   6pt 1rb 1to 1trey 2-2fg 1-2ft
"Frazier, Tim",PG,2,"$4,400",nor,v okc, 131-122,7:20,   0pt 2as 1to 0-1fg
"Anderson, Justin",SG,2,"$3,500",atl,v nyk, 91-106,5:01,   2pt 1-3fg
"Clark, Ian",SG,0,"$3,500",nor,v okc, 131-122,2:10,   0pt
"Diallo, Hamidou",SG,0,"$3,500",okc,@ nor, 122-131,DNP,   
"Chealey, Joe",PG,0,"$3,500",cha,@ orl, 89-127,NA,   
"Macura, J.P.",SG,0,"$3,500",cha,@ orl, 89-127,NA,   
"Payton, Elfrid",PG,0,"$5,800",nor,v okc, 131-122,NA,   
"Ntilikina, Frank",PG,0,"$4,000",nyk,@ atl, 106-91,NA,   
"Mudiay, Emmanuel",PG,0,"$4,000",nyk,@ atl, 106-91,NA,   
"Adams, Jaylen",SG,0,"$3,500",atl,v nyk, 91-106,NA,   
"Schroder, Dennis",SG,0,"$5,200",okc,@ nor, 122-131,NA,   
"Roberson, Andre",SG,0,"$3,500",okc,@ nor, 122-131,NA,   
"Fultz, Markelle",SG,0,"$3,500",orl,v cha, 127-89,NA,   
"Bluiett, Trevon",SG,0,"$3,500",nor,v okc, 131-122,NA,   
"Parker, Tony",PG,0,"$3,500",cha,@ orl, 89-127,NA,   
"Caupain, Troy",PG,0,"$3,500",orl,v cha, 127-89,NA,   
"Randle, Julius",PF,57.2,"$7,300",nor,v okc, 131-122,38:54,   33pt 11rb 6as 1st 1bl 4to 2trey 11-21fg 9-12ft
"George, Paul",SF,48.4,"$12,500",okc,@ nor, 122-131,40:56,   28pt 7rb 6as 1st 1bl 3to 3trey 11-29fg 3-3ft
"Williams, Kenrich",SF,34.4,"$6,000",nor,v okc, 131-122,34:26,   9pt 12rb 4as 1st 1bl 1to 1trey 4-7fg
"Gordon, Aaron",PF,30.2,"$7,500",orl,v cha, 127-89,31:34,   10pt 11rb 4as 1st 2to 1trey 4-17fg 1-1ft
"Kornet, Luke",PF,29.6,"$4,300",nyk,@ atl, 106-91,31:23,   11pt 3rb 4st 1bl 3trey 3-16fg 2-2ft
"Isaac, Jonathan",SF,28.2,"$6,800",orl,v cha, 127-89,26:42,   16pt 6rb 1st 1bl 1to 2trey 6-9fg 2-2ft
"Davis, Anthony",PF,25.8,"$11,500",nor,v okc, 131-122,15:51,   14pt 4rb 2as 1st 1bl 2to 1trey 5-10fg 3-4ft
"Batum, Nicolas",SF,23.4,"$5,400",cha,@ orl, 89-127,25:28,   9pt 7rb 2as 1st 1bl 3to 3-7fg 3-4ft
"Miller, Darius",SF,23.3,"$3,900",nor,v okc, 131-122,34:39,   8pt 4rb 5as 1st 2trey 3-7fg
"Spellman, Omari",PF,22.8,"$3,700",atl,v nyk, 91-106,17:07,   6pt 9rb 2as 1bl 2trey 2-5fg
"Moore, E'Twaun",SF,22.7,"$4,200",nor,v okc, 131-122,17:05,   15pt 1rb 3as 1st 1to 3trey 6-7fg
"Jenkins, John",SF,21,"$3,500",nyk,@ atl, 106-91,25:54,   14pt 5rb 2as 2to 2trey 6-13fg
"Knox, Kevin",SF,19.5,"$5,800",nyk,@ atl, 106-91,22:06,   9pt 10rb 1as 3to 2trey 2-9fg 3-4ft
"Iwundu, Wes",SF,18.1,"$3,800",orl,v cha, 127-89,20:35,   11pt 3rb 1as 1bl 1to 2trey 2-2fg 5-6ft
"Birch, Khem",PF,17.3,"$3,600",orl,v cha, 127-89,17:02,   8pt 4rb 1as 1bl 4-4fg
"Diallo, Cheick",PF,16.7,"$3,800",nor,v okc, 131-122,17:50,   6pt 6rb 1as 1bl 1to 3-4fg
"Prince, Taurean",SF,16,"$5,500",atl,v nyk, 91-106,28:34,   10pt 5rb 1st 3to 2trey 3-12fg 2-2ft
"Williams, Marvin",PF,14.6,"$5,700",cha,@ orl, 89-127,22:23,   5pt 8rb 1trey 2-7fg
"Vonleh, Noah",PF,12.3,"$4,500",nyk,@ atl, 106-91,16:37,   4pt 4rb 1as 1st 1to 2-5fg
"Collins, John",PF,12.2,"$8,200",atl,v nyk, 91-106,25:11,   8pt 1rb 1st 4-11fg
"Bridges, Miles",SF,9.4,"$3,600",cha,@ orl, 89-127,21:42,   6pt 2rb 1bl 2to 3-6fg
"Martin, Jarell",PF,8.7,"$3,500",orl,v cha, 127-89,5:21,   6pt 1rb 1as 2trey 2-3fg
"Patterson, Patrick",PF,7.6,"$3,500",okc,@ nor, 122-131,15:24,   5pt 3rb 1to 2-8fg 1-1ft
"Nader, Abdel",SF,7.4,"$3,500",okc,@ nor, 122-131,13:52,   2pt 2rb 1bl 1-2fg 0-1ft
"Kaminsky, Frank",PF,6.5,"$3,500",cha,@ orl, 89-127,5:21,   5pt 1as 1trey 2-3fg
"Carter, Vince",SF,5.2,"$3,800",atl,v nyk, 91-106,12:08,   4pt 1rb 2-2fg 0-1ft
"Bembry, DeAndre",SF,5.2,"$4,500",atl,v nyk, 91-106,21:05,   2pt 1rb 1st 1to 1-4fg
"Frazier, Melvin",SF,4,"$3,500",orl,v cha, 127-89,5:21,   4pt 2-3fg
"Jefferson, Amile",PF,3.2,"$3,500",orl,v cha, 127-89,5:21,   2pt 1rb 1-1fg
"Kidd-Gilchrist, Michael",SF,2.4,"$3,800",cha,@ orl, 89-127,13:38,   0pt 2rb 0-2fg
"Bacon, Dwayne",SF,0,"$3,500",cha,@ orl, 89-127,8:41,   0pt 0-1fg
"Johnson, Stanley",SF,0,"$3,500",nor,v okc, 131-122,DNP,   
"Hicks, Isaiah",PF,0,"$3,500",nyk,@ atl, 106-91,DNP,   
"Poythress, Alex",PF,0,"$3,500",atl,v nyk, 91-106,DNP,   
"Thomas, Lance",SF,0,"$3,500",nyk,@ atl, 106-91,DNP,   
"Grantham, Donte",SF,0,"$3,500",okc,@ nor, 122-131,DNP,   
"Hill, Solomon",SF,0,"$3,500",nor,v okc, 131-122,DNP,   
"Smith, Jason",PF,0,"$3,500",nor,v okc, 131-122,NA,   
"Grant, Jerami",PF,0,"$6,100",okc,@ nor, 122-131,NA,   
"Hezonja, Mario",SF,0,"$4,400",nyk,@ atl, 106-91,NA,   
"Noel, Nerlens",C,44.1,"$3,500",okc,@ nor, 122-131,21:44,   22pt 13rb 1as 2st 1to 10-16fg 2-2ft
"Vucevic, Nikola",C,40.2,"$10,500",orl,v cha, 127-89,25:37,   17pt 11rb 4as 1st 1bl 2to 1trey 7-13fg 2-3ft
"Jordan, DeAndre",C,36.6,"$6,000",nyk,@ atl, 106-91,28:52,   10pt 13rb 1st 3bl 1to 4-4fg 2-2ft
"Zeller, Cody",C,31.9,"$5,800",cha,@ orl, 89-127,29:41,   13pt 7rb 3as 2st 4-10fg 5-6ft
"Robinson, Mitchell",C,28.4,"$5,400",nyk,@ atl, 106-91,19:08,   6pt 7rb 1st 4bl 1to 3-5fg
"Dedmon, Dewayne",C,28.4,"$5,500",atl,v nyk, 91-106,26:18,   21pt 2rb 1st 1bl 1to 4trey 6-10fg 5-5ft
"Len, Alex",C,24.7,"$3,600",atl,v nyk, 91-106,23:32,   6pt 6rb 1as 2st 2bl 2to 1trey 1-7fg 3-4ft
"Okafor, Jahlil",C,22.6,"$5,400",nor,v okc, 131-122,22:48,   12pt 8rb 2as 2to 5-6fg 2-3ft
"Adams, Steven",C,20,"$7,000",okc,@ nor, 122-131,35:31,   4pt 5rb 2as 2st 1bl 2to 2-5fg
"Hernangomez, Guillermo",C,11.5,"$3,600",cha,@ orl, 89-127,9:51,   4pt 5rb 1as 0-2fg 4-6ft
"Bamba, Mohamed",C,0,"$3,700",orl,v cha, 127-89,NA,   
"Mozgov, Timofey",C,0,"$3,500",orl,v cha, 127-89,NA,   
"Biyombo, Bismack",C,0,"$3,600",cha,@ orl, 89-127,NA,   
"Plumlee, Miles",C,0,"$3,500",atl,v nyk, 91-106,NA,   
