Name,Position,FDPoints,Salary,Team,Opp.,Score,Min,stats
"Beal, Bradley",SG,62.2,"$9,600",was,@ det, 112-121,41:11,   32pt 6rb 10as 2st 1bl 1to 2trey 9-19fg 12-12ft
"Harden, James",SG,61.1,"$13,300",hou,v dal, 120-104,35:33,   31pt 8rb 7as 5st 5to 6trey 9-23fg 7-7ft
"Westbrook, Russell",PG,57.3,"$12,100",okc,v por, 120-111,36:53,   21pt 14rb 11as 1st 2bl 6to 1trey 5-19fg 10-13ft
"Russell, D'Angelo",SG,56.4,"$8,600",bkn,@ tor, 125-127,33:47,   28pt 7rb 14as 1st 4to 2trey 10-22fg 6-8ft
"Lillard, Damian",PG,53.4,"$10,200",por,@ okc, 111-120,36:49,   31pt 7rb 6as 2st 1bl 4to 3trey 9-22fg 10-11ft
"Walker, Kemba",PG,52.3,"$10,000",cha,@ ind, 90-99,38:36,   34pt 9rb 3as 2st 3to 4trey 10-23fg 10-12ft
"Williams, Louis",SG,48.2,"$7,900",lac,@ min, 120-130,33:59,   45pt 1rb 4as 1st 7to 3trey 13-25fg 16-16ft
"LaVine, Zach",SG,47.5,"$7,800",chi,v mil, 99-112,35:59,   27pt 5rb 7as 1st 1bl 2to 4trey 9-19fg 5-5ft
"Paul, Chris",PG,41.9,"$7,800",hou,v dal, 120-104,29:15,   17pt 2rb 11as 2st 5trey 5-12fg 2-2ft
"Teague, Jeff",PG,40.8,"$5,600",min,v lac, 130-120,34:55,   19pt 4rb 10as 1st 1to 1trey 6-15fg 6-7ft
"Doncic, Luka",SG,40,"$9,800",dal,@ hou, 104-120,36:12,   21pt 10rb 8as 5to 2trey 7-17fg 5-9ft
"Allen, Kadeem",PG,39.6,"$3,500",nyk,@ cle, 104-107,32:13,   25pt 3rb 6as 1st 1to 1trey 10-16fg 4-5ft
"Rose, Derrick",PG,37.2,"$5,400",min,v lac, 130-120,24:35,   22pt 1rb 6as 1st 1bl 1to 9-18fg 4-5ft
"Morris, Monte",SG,34.1,"$6,000",den,v mia, 103-87,27:55,   17pt 3rb 7as 1st 2trey 7-11fg 1-1ft
"Middleton, Khris",SG,33.8,"$6,500",mil,@ chi, 112-99,32:50,   16pt 4rb 4as 3st 2to 1trey 6-13fg 3-3ft
"Smith Jr., Dennis",PG,32.4,"$6,900",nyk,@ cle, 104-107,31:20,   10pt 2rb 4as 3st 2bl 1to 5-12fg 0-2ft
"Lamb, Jeremy",SG,31.4,"$5,700",cha,@ ind, 90-99,38:29,   21pt 7rb 2as 1to 1trey 7-22fg 6-6ft
"Lowry, Kyle",PG,30.7,"$8,200",tor,v bkn, 127-125,34:00,   13pt 6rb 7as 3trey 5-9fg
"Brogdon, Malcolm",SG,28.7,"$6,400",mil,@ chi, 112-99,30:44,   17pt 6rb 3as 3trey 5-9fg 4-4ft
