Name,Position,FDPoints,Salary,Team,Opp.,Score,Min,stats
"Harden, James",SG,54.7,"$13,600",hou,@ den, 122-136,37:12,   30pt 6rb 9as 2st 1bl 5to 7trey 9-21fg 5-9ft
"Westbrook, Russell",PG,51.4,"$11,600",okc,@ mia, 118-102,31:55,   14pt 12rb 14as 1st 1bl 4to 6-10fg 2-5ft
"Young, Trae",PG,46.1,"$7,300",atl,@ uta, 112-128,37:11,   28pt 3rb 9as 1st 2to 5trey 9-20fg 5-7ft
"Irving, Kyrie",PG,46,"$10,500",bos,@ nyk, 113-99,35:35,   23pt 10rb 6as 2st 4to 2trey 9-20fg 3-3ft
"Beasley, Malik",SG,42.9,"$4,500",den,v hou, 136-122,41:26,   35pt 2rb 3as 1st 2to 5trey 12-17fg 6-7ft
"Morris, Monte",SG,42.2,"$4,500",den,v hou, 136-122,36:53,   18pt 6rb 8as 2st 1to 3trey 7-11fg 1-2ft
"Rubio, Ricky",PG,41.9,"$6,300",uta,v atl, 128-112,35:17,   22pt 2rb 11as 1st 2to 2trey 6-11fg 8-10ft
"Mack, Shelvin",PG,37.7,"$3,500",mem,@ cha, 92-100,35:52,   19pt 1rb 9as 2st 2to 3trey 8-15fg
"Craig, Torrey",SG,35.8,"$3,600",den,v hou, 136-122,34:18,   22pt 4rb 2as 1st 1bl 2trey 8-11fg 4-4ft
"Paul, Chris",PG,31.6,"$7,300",hou,@ den, 122-136,29:14,   20pt 3rb 6as 1to 3trey 8-13fg 1-1ft
"Schroder, Dennis",SG,29.4,"$5,000",okc,@ mia, 118-102,29:22,   28pt 2rb 1to 4trey 11-13fg 2-2ft
"Dotson, Damyean",SG,27.2,"$3,600",nyk,v bos, 99-113,37:40,   22pt 6rb 2to 4trey 9-16fg
"Carter, Jevon",PG,26.9,"$3,500",mem,@ cha, 92-100,34:19,   8pt 2rb 3as 3st 1bl 2trey 3-11fg
"Huerter, Kevin",SG,26.9,"$4,700",atl,@ uta, 112-128,28:59,   14pt 2rb 7as 4trey 5-10fg
"Monk, Malik",SG,26.6,"$4,100",cha,v mem, 100-92,25:38,   20pt 3rb 1bl 4trey 6-15fg 4-4ft
"Walker, Kemba",PG,26.6,"$8,600",cha,v mem, 100-92,37:14,   23pt 3rb 4as 6to 4trey 7-17fg 5-6ft
"Mitchell, Donovan",SG,26.1,"$8,800",uta,v atl, 128-112,32:54,   15pt 3rb 5as 1st 3to 7-18fg 1-1ft
"Brown, Jaylen",SG,25.9,"$5,500",bos,@ nyk, 113-99,21:13,   11pt 2rb 1as 4st 1to 5-12fg 1-1ft
"Korver, Kyle",SG,24.7,"$3,500",uta,v atl, 128-112,24:30,   14pt 6rb 3as 1to 2trey 6-11fg
"Rozier, Terry",PG,24.6,"$7,600",bos,@ nyk, 113-99,24:45,   6pt 3rb 6as 1st 1bl 2trey 2-9fg
"Parker, Tony",PG,23.7,"$3,800",cha,v mem, 100-92,21:37,   15pt 1rb 7as 3to 6-9fg 3-3ft
"Wade, Dwyane",SG,23.2,"$5,300",mia,v okc, 102-118,22:35,   7pt 1rb 6as 3st 3to 2-8fg 3-4ft
"Gordon, Eric",SG,22.9,"$5,300",hou,@ den, 122-136,25:09,   17pt 2rb 3as 1to 2trey 6-9fg 3-3ft
"Holiday, Justin",SG,21.3,"$4,300",mem,@ cha, 92-100,34:58,   15pt 4rb 1as 1st 3to 2trey 6-13fg 1-1ft
"Allen, Kadeem",PG,19.3,"$3,500",nyk,v bos, 99-113,35:20,   9pt 4rb 5as 2to 1trey 2-7fg 4-4ft
"Bazemore, Kent",SG,18.7,"$5,000",atl,@ uta, 112-128,17:29,   8pt 6rb 1as 1st 1to 3-11fg 2-2ft
"Lamb, Jeremy",SG,15.6,"$5,700",cha,v mem, 100-92,13:48,   6pt 3rb 2st 2-7fg 2-2ft
"Trier, Allonzo",SG,15.4,"$4,000",nyk,v bos, 99-113,25:47,   7pt 2rb 4as 1bl 3to 1trey 3-4fg
"Waiters, Dion",SG,14.8,"$3,900",mia,v okc, 102-118,26:29,   5pt 4rb 2as 1st 1to 1trey 2-10fg
"Smart, Marcus",SG,11.4,"$5,300",bos,@ nyk, 113-99,28:31,   3pt 2rb 2as 1st 1trey 1-3fg
"Johnson, Tyler",PG,10.7,"$5,300",mia,v okc, 102-118,21:31,   6pt 1rb 3as 1to 3-7fg
"Lin, Jeremy",PG,9.2,"$3,900",atl,@ uta, 112-128,10:49,   5pt 1rb 1st 1-3fg 3-3ft
"Rivers, Austin",SG,8.5,"$3,800",hou,@ den, 122-136,24:41,   7pt 1as 1trey 3-7fg
"Diallo, Hamidou",SG,7.2,"$3,500",okc,@ mia, 118-102,2:44,   1pt 1rb 2st 1to 0-2fg 1-2ft
"Allen, Grayson",SG,3,"$3,500",uta,v atl, 128-112,8:15,   0pt 1bl 0-3fg
"Ferguson, Terrance",SG,3,"$4,500",okc,@ mia, 118-102,22:56,   0pt 1st 0-1fg
"Ellington, Wayne",SG,3,"$4,300",mia,v okc, 102-118,4:18,   3pt 1trey 1-1fg
"Mitrou-Long, Nazareth",SG,1.2,"$3,500",uta,v atl, 128-112,1:35,   0pt 1rb 0-1fg
"Dorsey, Tyler",SG,1,"$3,500",atl,@ uta, 112-128,1:35,   1pt 1-2ft
"McGruder, Rodney",SG,1,"$3,700",mia,v okc, 102-118,4:18,   2pt 1to 1-3fg
"Hamilton, Daniel",SG,0.2,"$3,500",atl,@ uta, 112-128,1:35,   0pt 1rb 1to 0-1fg
"Abrines, Alex",SG,0,"$3,500",okc,@ mia, 118-102,9:21,   0pt 0-2fg
"Goodwin, Brandon",PG,0,"$3,500",den,v hou, 136-122,00:47,   0pt
"Felton, Raymond",PG,0,"$3,500",okc,@ mia, 118-102,DNP,   
"Temple, Garrett",SG,0,"$3,900",mem,@ cha, 92-100,DNP,   
"Graham, Devonte'",PG,0,"$3,700",cha,v mem, 100-92,DNP,   
"Knight, Brandon",PG,0,"$3,500",hou,@ den, 122-136,DNP,   
"Wanamaker, Brad",PG,0,"$3,500",bos,@ nyk, 113-99,DNP,   
"Chealey, Joe",PG,0,"$3,500",cha,v mem, 100-92,NA,   
"Ntilikina, Frank",PG,0,"$4,200",nyk,v bos, 99-113,NA,   
"Robinson, Duncan",SG,0,"$3,500",mia,v okc, 102-118,NA,   
"Dozier, PJ",SG,0,"$3,500",bos,@ nyk, 113-99,NA,   
"Brooks, Dillon",SG,0,"$3,800",mem,@ cha, 92-100,NA,   
"Burton, Deonte",SG,0,"$3,500",okc,@ mia, 118-102,NA,   
"Dragic, Goran",PG,0,"$5,700",mia,v okc, 102-118,NA,   
"Roberson, Andre",SG,0,"$3,500",okc,@ mia, 118-102,NA,   
"Neto, Raul",PG,0,"$3,600",uta,v atl, 128-112,NA,   
"Anderson, Justin",SG,0,"$3,500",atl,@ uta, 112-128,NA,   
"Matthews, Wes",SG,0,"$4,100",nyk,v bos, 99-113,NA,   
"Macura, J.P.",SG,0,"$3,500",cha,v mem, 100-92,NA,   
