Name,Position,FDPoints,Salary,Team,Opp.,Score,Min,stats
"McCollum, C.J.",SG,43.3,"$8,300",por,@ okc, 111-98,41:46,   27pt 4rb 3as 1st 2bl 2to 5trey 10-20fg 2-2ft
"Beverley, Patrick",PG,42.5,"$4,900",lac,v gsw, 105-113,36:04,   12pt 10rb 5as 1st 3bl 1to 3trey 4-9fg 1-2ft
"Curry, Stephen",PG,40.5,"$10,200",gsw,@ lac, 113-105,34:44,   12pt 10rb 7as 3st 3to 1trey 3-14fg 5-5ft
"Lillard, Damian",PG,38.6,"$10,000",por,@ okc, 111-98,41:08,   24pt 3rb 8as 1st 4to 4trey 7-19fg 6-6ft
"Collison, Darren",PG,37.7,"$4,500",ind,v bos, 106-110,32:41,   19pt 6rb 5as 2st 2to 3trey 5-13fg 6-6ft
"Lowry, Kyle",PG,33.3,"$8,000",tor,@ orl, 107-85,38:59,   9pt 4rb 9as 4st 6to 2trey 3-8fg 1-2ft
"Westbrook, Russell",PG,32.3,"$11,800",okc,v por, 98-111,40:11,   14pt 9rb 7as 3to 2trey 5-21fg 2-4ft
"Thompson, Klay",SG,32.2,"$6,400",gsw,@ lac, 113-105,39:53,   32pt 1rb 1to 6trey 12-20fg 2-2ft
"Gilgeous-Alexander, Shai",PG,31.4,"$5,200",lac,v gsw, 105-113,30:36,   25pt 2rb 2as 1st 2to 3trey 9-15fg 4-4ft
"Irving, Kyrie",PG,26.9,"$9,700",bos,@ ind, 110-106,37:07,   14pt 2rb 7as 1st 3to 4-13fg 6-7ft
"Fournier, Evan",SG,25.8,"$5,100",orl,v tor, 85-107,35:13,   19pt 4rb 2as 1st 4to 2trey 8-16fg 1-2ft
"Schroder, Dennis",SG,25.1,"$5,500",okc,v por, 98-111,27:51,   17pt 3rb 3as 1st 3to 2trey 6-12fg 3-4ft
"Williams, Louis",SG,23.3,"$8,400",lac,v gsw, 105-113,29:47,   12pt 4rb 3as 1st 1to 1trey 2-10fg 7-10ft
"Brown, Jaylen",SG,20.7,"$4,900",bos,@ ind, 110-106,26:36,   13pt 6rb 1as 1to 2trey 5-9fg 1-2ft
"Green, Danny",SG,19.4,"$4,500",tor,@ orl, 107-85,26:01,   8pt 2rb 2as 2st 2trey 3-8fg
"VanVleet, Fred",PG,19.4,"$4,000",tor,@ orl, 107-85,22:33,   9pt 2rb 4as 1st 1to 1trey 2-5fg 4-4ft
"Rozier, Terry",PG,17.7,"$3,800",bos,@ ind, 110-106,18:49,   11pt 1rb 1as 2st 2to 2trey 4-6fg 1-2ft
"Shamet, Landry",PG,17.7,"$4,300",lac,v gsw, 105-113,27:40,   9pt 1rb 1as 2st 3trey 3-6fg
"Iguodala, Andre",SG,15.6,"$4,500",gsw,@ lac, 113-105,26:28,   10pt 3rb 2as 1to 2trey 4-10fg
"Robinson, Jerome",PG,14.5,"$3,500",lac,v gsw, 105-113,11:08,   7pt 1as 2st 1trey 2-3fg 2-2ft
"Augustin, D.J.",PG,12.9,"$5,800",orl,v tor, 85-107,29:53,   8pt 2rb 3as 2to 1trey 3-6fg 1-1ft
"Joseph, Cory",PG,12.2,"$4,100",ind,v bos, 106-110,18:00,   5pt 1rb 2as 1st 1trey 2-5fg
"Ross, Terrence",SG,11.9,"$5,700",orl,v tor, 85-107,30:50,   5pt 2rb 3as 1st 3to 1trey 1-5fg 2-2ft
"Ferguson, Terrance",SG,11.6,"$3,500",okc,v por, 98-111,32:47,   3pt 3rb 2as 1st 1to 1trey 1-7fg
"Carter-Williams, Michael",PG,10.4,"$3,800",orl,v tor, 85-107,15:15,   4pt 2rb 2as 1st 2to 2-4fg
"Matthews, Wes",SG,9.4,"$3,800",ind,v bos, 106-110,29:05,   3pt 2rb 2as 1st 2to 1trey 1-7fg
"Felton, Raymond",PG,9.2,"$3,500",okc,v por, 98-111,13:26,   8pt 1rb 2trey 3-4fg
"Curry, Seth",PG,6.9,"$3,500",por,@ okc, 111-98,13:39,   0pt 2rb 1as 1st 0-3fg
"Livingston, Shaun",PG,3.5,"$3,700",gsw,@ lac, 113-105,12:07,   2pt 1as 0-1fg 2-2ft
"Temple, Garrett",SG,3.4,"$3,500",lac,v gsw, 105-113,9:19,   2pt 2rb 1to 1-1fg 0-2ft
"Meeks, Jodie",SG,2.4,"$3,500",tor,@ orl, 107-85,5:00,   0pt 2rb 0-1fg
"Grant, Jerian",PG,0,"$3,500",orl,v tor, 85-107,2:52,   0pt 0-4fg
"Simons, Anfernee",SG,0,"$3,500",por,@ okc, 111-98,00:38,   0pt
"Burton, Deonte",SG,0,"$3,500",okc,v por, 98-111,00:38,   0pt 0-1fg
"McCaw, Patrick",SG,0,"$3,500",tor,@ orl, 107-85,2:52,   0pt
"Evans III, Jacob",SG,0,"$3,500",gsw,@ lac, 113-105,DNP,   
"Cook, Quinn",PG,0,"$3,500",gsw,@ lac, 113-105,DNP,   
"Sumner, Edmond",PG,0,"$3,500",ind,v bos, 106-110,DNP,   
"Thornwell, Sindarius",SG,0,"$3,500",lac,v gsw, 105-113,DNP,   
"Reed, Davon",SG,0,"$3,500",ind,v bos, 106-110,DNP,   
"Wallace, Tyrone",SG,0,"$3,500",lac,v gsw, 105-113,DNP,   
"Gibson, Jonathan",PG,0,"$3,500",bos,@ ind, 110-106,DNP,   
"Wanamaker, Brad",PG,0,"$3,500",bos,@ ind, 110-106,DNP,   
"Diallo, Hamidou",SG,0,"$3,500",okc,v por, 98-111,NA,   
"Smart, Marcus",SG,0,"$3,500",bos,@ ind, 110-106,NA,   
"Roberson, Andre",SG,0,"$3,500",okc,v por, 98-111,NA,   
"Trent Jr., Gary",SG,0,"$3,500",por,@ okc, 111-98,NA,   
"Fultz, Markelle",SG,0,"$3,500",orl,v tor, 85-107,NA,   
"Lin, Jeremy",PG,-0.6,"$3,500",tor,@ orl, 107-85,2:48,   0pt 2rb 3to 0-1fg
"Holiday, Aaron",SG,-1,"$3,500",ind,v bos, 106-110,6:22,   0pt 1to 0-1fg
"Leonard, Kawhi",SF,55.2,"$9,600",tor,@ orl, 107-85,34:43,   34pt 6rb 2as 2st 2bl 1to 2trey 12-20fg 8-9ft
"George, Paul",SF,55,"$10,400",okc,v por, 98-111,36:51,   32pt 10rb 6as 1st 1bl 4to 4trey 8-21fg 12-14ft
"Durant, Kevin",SF,50.4,"$10,000",gsw,@ lac, 113-105,37:53,   33pt 7rb 6as 1st 3to 3trey 12-21fg 6-6ft
"Gordon, Aaron",PF,42.9,"$6,700",orl,v tor, 85-107,37:55,   25pt 7rb 5as 1st 1to 2trey 10-17fg 3-3ft
"Harkless, Maurice",SF,41,"$5,000",por,@ okc, 111-98,33:39,   15pt 10rb 2st 3bl 1to 1trey 5-13fg 4-4ft
"Aminu, Al-Farouq",PF,35.8,"$5,200",por,@ okc, 111-98,30:13,   19pt 9rb 1st 1bl 4trey 7-16fg 1-1ft
"Bogdanovic, Bojan",SF,34.1,"$6,900",ind,v bos, 106-110,37:18,   22pt 8rb 3as 2to 1trey 6-14fg 9-10ft
"Green, Draymond",PF,33.3,"$8,700",gsw,@ lac, 113-105,36:30,   10pt 9rb 5as 2bl 1to 4-11fg 2-4ft
"Hayward, Gordon",SF,32.6,"$5,500",bos,@ ind, 110-106,33:37,   20pt 3rb 2as 2st 1bl 3to 3trey 7-9fg 3-3ft
"Grant, Jerami",PF,29.8,"$5,700",okc,v por, 98-111,34:04,   11pt 9rb 2as 2st 1to 3trey 4-10fg
"Tatum, Jayson",PF,29.6,"$6,700",bos,@ ind, 110-106,36:19,   18pt 8rb 2as 1st 4to 1trey 4-10fg 9-12ft
"Gallinari, Danilo",SF,29.4,"$7,700",lac,v gsw, 105-113,36:04,   16pt 7rb 4as 1to 1trey 5-20fg 5-6ft
"Morris, Marcus",PF,27.6,"$5,100",bos,@ ind, 110-106,30:14,   18pt 8rb 2trey 7-11fg 2-2ft
"Siakam, Pascal",PF,27.2,"$8,700",tor,@ orl, 107-85,35:53,   16pt 6rb 2as 1bl 2to 2trey 7-14fg
