Name,Position,FDPoints,Salary,Team,Opp.,Score,Min,stats
"Fox, De'Aaron",PG,39.6,"$8,600",sac,v cle, 117-104,34:14,   16pt 3rb 10as 2st 1to 1trey 6-14fg 3-4ft
"Hield, Buddy",SG,39.4,"$7,700",sac,v cle, 117-104,29:25,   23pt 2rb 2as 3st 1bl 1to 5trey 9-16fg
"Hill, George",PG,33.5,"$3,900",mil,@ phi, 128-122,32:50,   20pt 5rb 5as 2trey 7-13fg 4-5ft
"Bogdanovic, Bogdan",SG,33.3,"$5,800",sac,v cle, 117-104,27:40,   18pt 4rb 5as 1st 4trey 7-13fg
"Middleton, Khris",SG,32.6,"$6,900",mil,@ phi, 128-122,25:11,   22pt 3rb 4as 2st 5to 3trey 7-18fg 5-7ft
"Curry, Stephen",PG,30.5,"$9,500",gsw,@ lal, 108-90,29:29,   7pt 10rb 7as 1st 2to 1trey 3-14fg
"Clarkson, Jordan",SG,29.9,"$6,500",cle,@ sac, 104-117,31:28,   22pt 2rb 3as 1st 2to 2trey 9-13fg 2-2ft
"Simmons, Ben",PG,29.3,"$9,400",phi,v mil, 122-128,36:19,   6pt 4rb 13as 1bl 4to 3-5fg
"Caruso, Alex",PG,24,"$5,200",lal,v gsw, 90-108,37:12,   9pt 5rb 6as 1st 3to 1trey 4-14fg
"Rondo, Rajon",PG,23.8,"$7,500",lal,v gsw, 90-108,29:29,   12pt 4rb 2as 2st 2to 2trey 5-15fg 0-2ft
"Brown, Sterling",SG,23.5,"$4,100",mil,@ phi, 128-122,34:59,   12pt 5rb 3as 1st 2to 1trey 5-12fg 1-2ft
"Thompson, Klay",SG,23.3,"$7,100",gsw,@ lal, 108-90,29:15,   11pt 4rb 3as 1bl 3trey 3-11fg 2-2ft
"Sexton, Collin",PG,22.7,"$6,600",cle,@ sac, 104-117,37:48,   19pt 1rb 3as 1st 5to 3trey 8-14fg 0-1ft
"Cook, Quinn",PG,22.7,"$3,600",gsw,@ lal, 108-90,20:43,   18pt 1rb 1as 1st 1to 2trey 8-13fg
"Lee, Damion",SG,19.1,"$3,500",gsw,@ lal, 108-90,12:42,   8pt 3rb 1as 2st 2trey 3-4fg
"Caldwell-Pope, Kentavious",SG,15.9,"$6,200",lal,v gsw, 90-108,21:21,   7pt 2rb 3as 1st 1to 1trey 3-19fg
