Name,Position,FDPoints,Salary,Team,Opp.,Score,Min,stats
"Westbrook, Russell",PG,76.2,"$11,500",okc,@ por, 115-118,44:36,   29pt 11rb 14as 4st 2bl 5to 4trey 11-31fg 3-3ft
"Lillard, Damian",PG,73.4,"$10,000",por,v okc, 118-115,45:16,   50pt 7rb 6as 3st 1bl 6to 10trey 17-33fg 6-8ft
"Murray, Jamal",PG,45.3,"$7,300",den,v sas, 108-90,27:34,   23pt 4rb 7as 2st 1bl 2to 4trey 9-16fg 1-1ft
"Napier, Shabazz",PG,33.8,"$3,500",bkn,@ phi, 100-122,15:48,   11pt 4rb 10as 1st 1trey 3-5fg 4-4ft
"Lowry, Kyle",PG,33.3,"$8,000",tor,v orl, 115-96,26:41,   14pt 4rb 9as 1st 2to 2trey 6-10fg
"Butler, Jimmy",SG,30.5,"$7,600",phi,v bkn, 122-100,26:37,   9pt 5rb 5as 3st 1bl 4to 1trey 4-9fg
"McCollum, C.J.",SG,27.4,"$8,400",por,v okc, 118-115,31:32,   17pt 2rb 2as 2bl 1to 1trey 8-19fg
"McConnell, T.J.",PG,27.3,"$3,500",phi,v bkn, 122-100,23:13,   6pt 4rb 7as 1st 1bl 3-8fg
"LeVert, Caris",SG,26.6,"$6,900",bkn,@ phi, 100-122,31:08,   18pt 3rb 4as 1st 4to 1trey 6-12fg 5-8ft
"Simmons, Ben",PG,26,"$9,900",phi,v bkn, 122-100,27:14,   13pt 5rb 6as 2to 6-10fg 1-3ft
"DeRozan, DeMar",SG,24.3,"$9,100",sas,@ den, 90-108,28:14,   17pt 4rb 1as 1st 2to 6-15fg 5-5ft
"Schroder, Dennis",SG,22.9,"$5,600",okc,@ por, 115-118,33:23,   17pt 2rb 3as 1to 2trey 7-10fg 1-2ft
"Morris, Monte",SG,22.3,"$4,200",den,v sas, 108-90,23:47,   10pt 4rb 3as 1bl 5-9fg
"Harris, Gary",SG,21.9,"$5,300",den,v sas, 108-90,26:27,   15pt 2rb 1as 1bl 3trey 5-8fg 2-2ft
"Green, Danny",SG,21.5,"$4,500",tor,v orl, 115-96,28:22,   6pt 5rb 3as 2st 1to 2trey 2-5fg
"Carter-Williams, Michael",PG,21.5,"$3,500",orl,@ tor, 96-115,18:12,   9pt 5as 2st 1to 1-5fg 7-7ft
"Ross, Terrence",SG,21.3,"$5,500",orl,@ tor, 96-115,31:49,   12pt 4rb 1as 1st 1bl 3to 2trey 4-11fg 2-2ft
"Augustin, D.J.",PG,21.2,"$5,300",orl,@ tor, 96-115,25:46,   15pt 1rb 4as 1to 4trey 4-9fg 3-4ft
"VanVleet, Fred",PG,21.2,"$4,100",tor,v orl, 115-96,21:17,   7pt 1rb 10as 2to 1trey 3-8fg
"Curry, Seth",PG,21.1,"$3,500",por,v okc, 118-115,27:11,   7pt 3rb 1as 2st 1bl 1trey 3-8fg
"Fournier, Evan",SG,20.6,"$5,100",orl,@ tor, 96-115,34:48,   10pt 3rb 2as 2st 2to 1trey 4-11fg 1-2ft
"Russell, D'Angelo",SG,19.9,"$8,500",bkn,@ phi, 100-122,27:17,   8pt 2rb 3as 2st 1to 1trey 3-16fg 1-2ft
"White, Derrick",PG,19.4,"$6,500",sas,@ den, 90-108,21:37,   12pt 2rb 2as 1st 1to 1trey 5-11fg 1-3ft
"Mills, Patty",PG,17.6,"$3,800",sas,@ den, 90-108,21:12,   5pt 3rb 2as 2st 1trey 2-8fg
"Craig, Torrey",SG,15,"$4,600",den,v sas, 108-90,27:32,   1pt 10rb 1bl 1to 0-1fg 1-2ft
"Beasley, Malik",SG,14.4,"$4,300",den,v sas, 108-90,26:28,   11pt 2rb 2as 2to 2trey 4-7fg 1-1ft
"Belinelli, Marco",SG,14.2,"$3,500",sas,@ den, 90-108,22:36,   7pt 1rb 2as 1bl 1trey 3-7fg
"Grant, Jerian",PG,12.8,"$3,500",orl,@ tor, 96-115,5:17,   5pt 4rb 2as 2-4fg 1-1ft
"Dinwiddie, Spencer",PG,12.2,"$5,000",bkn,@ phi, 100-122,22:12,   3pt 1rb 4as 1st 1to 1-7fg 1-2ft
"Meeks, Jodie",SG,11.6,"$3,500",tor,v orl, 115-96,13:50,   5pt 3rb 1bl 2-8fg 1-2ft
"Korkmaz, Furkan",SG,10.2,"$3,500",phi,v bkn, 122-100,12:00,   7pt 1rb 2as 1to 1trey 3-6fg 0-1ft
"Ferguson, Terrance",SG,7.1,"$3,500",okc,@ por, 115-118,30:43,   3pt 3rb 1as 1to 1trey 1-1fg
"Graham, Treveon",SG,6.9,"$3,500",bkn,@ phi, 100-122,11:30,   0pt 2rb 1as 1bl 0-1fg
"Forbes, Bryn",PG,5.5,"$4,400",sas,@ den, 90-108,24:12,   4pt 1as 1trey 1-6fg 1-2ft
"McCaw, Patrick",SG,5.4,"$3,500",tor,v orl, 115-96,8:05,   0pt 2rb 1st 0-1fg
"Walker, Lonnie",SG,4.7,"$3,500",sas,@ den, 90-108,12:00,   2pt 1rb 1as 1-3fg
"Felton, Raymond",PG,2,"$3,500",okc,@ por, 115-118,3:24,   2pt 1-2fg
"Pondexter, Quincy",SG,1.5,"$3,500",sas,@ den, 90-108,4:56,   0pt 1as 0-2fg
"Lin, Jeremy",PG,1,"$3,500",tor,v orl, 115-96,5:50,   2pt 1to 0-1fg 2-2ft
"Simons, Anfernee",SG,0,"$3,500",por,v okc, 118-115,DNP,   
"Thomas, Isaiah",PG,0,"$3,500",den,v sas, 108-90,DNP,   
"Burton, Deonte",SG,0,"$3,500",okc,@ por, 115-118,DNP,   
"Diallo, Hamidou",SG,0,"$3,500",okc,@ por, 115-118,NA,   
"Roberson, Andre",SG,0,"$3,500",okc,@ por, 115-118,NA,   
"Trent Jr., Gary",SG,0,"$3,500",por,v okc, 118-115,NA,   
"Fultz, Markelle",SG,0,"$3,500",orl,@ tor, 96-115,NA,   
"Smith, Zhaire",SG,0,"$3,500",phi,v bkn, 122-100,NA,   
"Crabbe, Allen",SG,0,"$3,500",bkn,@ phi, 100-122,NA,   
"George, Paul",SF,46.3,"$10,700",okc,@ por, 115-118,42:21,   36pt 9rb 3as 5to 3trey 14-20fg 5-8ft
"Leonard, Kawhi",SF,39.4,"$9,800",tor,v orl, 115-96,31:58,   27pt 7rb 2as 1st 2to 5trey 8-11fg 6-6ft
"Siakam, Pascal",PF,38.2,"$8,600",tor,v orl, 115-96,31:41,   24pt 6rb 4as 1bl 2to 3trey 8-16fg 5-6ft
"Birch, Khem",PF,36.7,"$3,500",orl,@ tor, 96-115,29:34,   9pt 11rb 3as 4bl 2to 4-5fg 1-1ft
"Harris, Tobias",PF,36.6,"$8,300",phi,v bkn, 122-100,26:37,   12pt 8rb 4as 3st 2trey 5-8fg
"Aldridge, LaMarcus",PF,36,"$8,800",sas,@ den, 90-108,31:11,   17pt 10rb 2st 1bl 2to 1trey 7-13fg 2-3ft
"Grant, Jerami",PF,34.1,"$5,700",okc,@ por, 115-118,44:29,   16pt 8rb 1as 3bl 2to 2trey 7-8fg 0-1ft
"Hollis-Jefferson, Rondae",PF,29.9,"$4,600",bkn,@ phi, 100-122,15:01,   21pt 2rb 1as 2bl 1to 1trey 9-13fg 2-2ft
"Harkless, Maurice",SF,28.9,"$5,400",por,v okc, 118-115,32:35,   17pt 7rb 1as 1st 1to 6-9fg 5-10ft
"Kurucs, Rodions",PF,26.9,"$3,500",bkn,@ phi, 100-122,14:53,   14pt 7rb 1as 1st 2trey 4-8fg 4-5ft
