Name,Position,FDPoints,Salary,Team,Opp.,Score,Min,stats
"Harden, James",SG,58.2,"$11,800",hou,v uta, 100-93,38:42,   26pt 6rb 6as 3st 4bl 5to 3trey 10-26fg 3-5ft
"Williams, Louis",SG,47.8,"$7,500",lac,@ gsw, 129-121,34:29,   33pt 4rb 10as 5to 1trey 12-19fg 8-9ft
"Rubio, Ricky",PG,41.9,"$7,400",uta,@ hou, 93-100,34:53,   17pt 2rb 11as 3st 3to 1trey 7-15fg 2-2ft
"Beverley, Patrick",PG,41.8,"$5,300",lac,@ gsw, 129-121,36:46,   17pt 14rb 4as 1st 1to 5trey 6-13fg
"Paul, Chris",PG,38.1,"$8,100",hou,v uta, 100-93,37:01,   15pt 8rb 5as 3st 3to 1trey 6-16fg 2-2ft
"Curry, Stephen",PG,33.6,"$10,000",gsw,v lac, 121-129,38:05,   24pt 3rb 4as 1bl 3to 4trey 7-15fg 6-6ft
"Gordon, Eric",SG,29.1,"$4,800",hou,v uta, 100-93,39:30,   15pt 3rb 3as 2st 1bl 3to 4trey 5-13fg 1-2ft
"Iguodala, Andre",SG,28.8,"$4,500",gsw,v lac, 121-129,27:14,   3pt 4rb 8as 2st 1bl 1trey 1-7fg
"Thompson, Klay",SG,26.6,"$6,700",gsw,v lac, 121-129,37:03,   22pt 3rb 2as 2to 4trey 9-20fg
"Mitchell, Donovan",SG,18.7,"$9,200",uta,@ hou, 93-100,39:02,   12pt 6rb 1as 1st 5to 4-22fg 4-5ft
"Shamet, Landry",PG,13.1,"$4,200",lac,@ gsw, 129-121,36:50,   6pt 3rb 3as 1to 1trey 1-4fg 3-3ft
"Gilgeous-Alexander, Shai",PG,13.1,"$5,500",lac,@ gsw, 129-121,19:19,   6pt 3rb 3as 1to 2-3fg 2-2ft
"Livingston, Shaun",PG,7.4,"$3,500",gsw,v lac, 121-129,11:41,   2pt 2rb 2as 1-2fg
"Temple, Garrett",SG,6.5,"$3,500",lac,@ gsw, 129-121,10:53,   2pt 1as 1st 2-2ft
"Robinson, Jerome",PG,5.4,"$3,500",lac,@ gsw, 129-121,5:43,   0pt 2rb 2as 0-1fg
"Rivers, Austin",SG,1,"$3,500",hou,v uta, 100-93,9:18,   3pt 2to 1trey 1-3fg
"Wallace, Tyrone",SG,0,"$3,500",lac,@ gsw, 129-121,DNP,   
"Evans III, Jacob",SG,0,"$3,500",gsw,v lac, 121-129,DNP,   
"Cook, Quinn",PG,0,"$3,500",gsw,v lac, 121-129,DNP,   
"Korver, Kyle",SG,0,"$3,500",uta,@ hou, 93-100,DNP,   
"Neto, Raul",PG,0,"$3,500",uta,@ hou, 93-100,DNP,   
"Shumpert, Iman",SG,0,"$3,500",hou,v uta, 100-93,DNP,   
"Thornwell, Sindarius",SG,0,"$3,500",lac,@ gsw, 129-121,DNP,   
"Allen, Grayson",SG,0,"$3,500",uta,@ hou, 93-100,DNP,   
"Exum, Dante",PG,0,"$3,500",uta,@ hou, 93-100,NA,   
"Chiozza, Chris",PG,0,"$3,500",hou,v uta, 100-93,NA,   
"Durant, Kevin",SF,69.2,"$10,500",gsw,v lac, 121-129,41:15,   45pt 6rb 6as 2st 1bl 1to 5trey 14-26fg 12-12ft
"Ingles, Joe",SF,39.7,"$5,700",uta,@ hou, 93-100,32:22,   11pt 6rb 9as 3st 1to 3trey 4-12fg
"Gallinari, Danilo",SF,39.4,"$7,500",lac,@ gsw, 129-121,41:35,   26pt 7rb 2as 1st 1to 3trey 9-22fg 5-6ft
"Harrell, Montrezl",PF,35,"$7,200",lac,@ gsw, 129-121,27:20,   24pt 5rb 2as 1bl 1to 11-14fg 2-2ft
"Tucker, P.J.",PF,34.3,"$6,000",hou,v uta, 100-93,40:19,   8pt 9rb 1as 1st 4bl 1to 2trey 2-7fg 2-4ft
"Green, Draymond",PF,28.4,"$8,400",gsw,v lac, 121-129,37:41,   7pt 7rb 6as 2st 2to 3-7fg 1-2ft
"Crowder, Jae",SF,27,"$4,700",uta,@ hou, 93-100,34:14,   15pt 10rb 3trey 5-12fg 2-4ft
"O'Neale, Royce",SF,24,"$4,500",uta,@ hou, 93-100,32:56,   18pt 5rb 2as 3to 2trey 8-13fg
"Green, JaMychal",PF,22.8,"$4,200",lac,@ gsw, 129-121,27:05,   15pt 4rb 2as 3trey 5-9fg 2-2ft
"Favors, Derrick",PF,20.8,"$7,100",uta,@ hou, 93-100,17:35,   7pt 4rb 1st 2bl 2-4fg 3-4ft
"Looney, Kevon",PF,14.9,"$4,100",gsw,v lac, 121-129,21:45,   5pt 7rb 1as 2-8fg 1-2ft
"House, Danuel",SF,13.8,"$3,600",hou,v uta, 100-93,19:52,   7pt 4rb 1st 1to 2trey 2-3fg 1-2ft
"McKinnie, Alfonzo",SF,9.4,"$3,500",gsw,v lac, 121-129,8:25,   7pt 2rb 1trey 3-6fg
"Niang, Georges",PF,7.9,"$3,500",uta,@ hou, 93-100,13:50,   4pt 2rb 1as 2-5fg
"Faried, Kenneth",PF,6.2,"$3,700",hou,v uta, 100-93,2:56,   2pt 1rb 1st 1-1fg
"Green, Gerald",SF,4.2,"$3,500",hou,v uta, 100-93,7:18,   0pt 1rb 1st 0-2fg
"Sefolosha, Thabo",SF,1.4,"$3,500",uta,@ hou, 93-100,4:43,   0pt 2rb 1to 0-3fg
"Clark, Gary",SF,0,"$3,500",hou,v uta, 100-93,DNP,   
"Chandler, Wilson",SF,0,"$3,500",lac,@ gsw, 129-121,DNP,   
"Jerebko, Jonas",PF,0,"$3,500",gsw,v lac, 121-129,DNP,   
"Hartenstein, Isaiah",PF,0,"$3,500",hou,v uta, 100-93,DNP,   
"Capela, Clint",C,39,"$7,700",hou,v uta, 100-93,35:53,   16pt 10rb 2as 3bl 1to 6-7fg 4-5ft
"Gobert, Rudy",C,28,"$8,300",uta,@ hou, 93-100,30:25,   9pt 10rb 2as 2bl 2to 3-8fg 3-4ft
"Bogut, Andrew",C,18,"$5,000",gsw,v lac, 121-129,16:51,   6pt 5rb 2as 1st 3-5fg
"Hilario, Nene",C,11.8,"$3,500",hou,v uta, 100-93,9:11,   8pt 4rb 1to 3-3fg 2-2ft
"Udoh, Ekpe",C,0,"$3,500",uta,@ hou, 93-100,DNP,   
"Zubac, Ivica",C,0,"$3,900",lac,@ gsw, 129-121,DNP,   
"Bell, Jordan",C,0,"$3,500",gsw,v lac, 121-129,DNP,   
"Bradley, Tony",C,0,"$3,500",uta,@ hou, 93-100,NA,   
"Cousins, DeMarcus",C,0,"$3,500",gsw,v lac, 121-129,NA,   
"Jones, Damian",C,0,"$3,500",gsw,v lac, 121-129,NA,   
