Name,Position,FDPoints,Salary,Team,Opp.,Score,Min,stats
"Westbrook, Russell",PG,53.5,"$11,800",okc,v por, 120-108,37:39,   33pt 5rb 11as 1bl 5to 4trey 11-22fg 7-8ft
"Lillard, Damian",PG,47.8,"$10,300",por,@ okc, 108-120,36:38,   32pt 4rb 6as 2st 4to 3trey 10-21fg 9-10ft
"Irving, Kyrie",PG,44,"$9,700",bos,@ ind, 104-96,37:27,   19pt 5rb 10as 1st 1bl 2to 3trey 7-19fg 2-2ft
"McCollum, C.J.",SG,39.9,"$8,000",por,@ okc, 108-120,36:02,   21pt 7rb 7as 1st 3to 5trey 7-16fg 2-4ft
"Schroder, Dennis",SG,37,"$5,000",okc,v por, 120-108,32:19,   17pt 5rb 6as 2st 1to 2trey 5-11fg 5-6ft
"Lowry, Kyle",PG,36,"$7,800",tor,@ orl, 98-93,39:50,   12pt 5rb 10as 1st 1bl 3to 2trey 4-10fg 2-2ft
"Ross, Terrence",SG,34.1,"$5,500",orl,v tor, 93-98,31:40,   24pt 3rb 1as 2st 1to 5trey 8-17fg 3-3ft
"Brown, Jaylen",SG,33.9,"$4,400",bos,@ ind, 104-96,35:02,   23pt 7rb 1as 1bl 2to 4trey 8-9fg 3-7ft
"Green, Danny",SG,22.2,"$4,300",tor,@ orl, 98-93,33:07,   13pt 1rb 2as 1st 1bl 1to 3trey 5-11fg
"Matthews, Wes",SG,17.8,"$3,800",ind,v bos, 96-104,32:11,   11pt 4rb 1st 1to 2trey 3-7fg 3-3ft
"Joseph, Cory",PG,16.1,"$4,100",ind,v bos, 96-104,23:06,   5pt 3rb 1as 2st 1trey 2-4fg
"Collison, Darren",PG,16.1,"$4,500",ind,v bos, 96-104,26:24,   10pt 3rb 3as 2to 5-11fg
"Fournier, Evan",SG,14.9,"$5,100",orl,v tor, 93-98,36:32,   7pt 2rb 1as 2st 2to 1trey 1-12fg 4-4ft
"Rozier, Terry",PG,14.4,"$3,900",bos,@ ind, 104-96,17:42,   9pt 2rb 2as 1bl 3to 2trey 2-7fg 3-3ft
"Augustin, D.J.",PG,10.4,"$6,000",orl,v tor, 93-98,32:05,   7pt 2rb 2as 2to 1trey 3-7fg
"Ferguson, Terrance",SG,10.4,"$3,500",okc,v por, 120-108,17:58,   9pt 2rb 1to 3trey 3-5fg
"VanVleet, Fred",PG,10.1,"$4,200",tor,@ orl, 98-93,23:39,   4pt 3rb 3as 2to 2-7fg
"Felton, Raymond",PG,8.7,"$3,500",okc,v por, 120-108,14:21,   0pt 1rb 1as 2st 0-2fg
"Carter-Williams, Michael",PG,6.3,"$4,100",orl,v tor, 93-98,15:55,   2pt 4rb 1as 2to 1-5fg
"Meeks, Jodie",SG,3,"$3,500",tor,@ orl, 98-93,2:25,   0pt 1st
"Curry, Seth",PG,2.2,"$3,600",por,@ okc, 108-120,14:52,   3pt 1rb 2to 3-3ft
"Simons, Anfernee",SG,2,"$3,500",por,@ okc, 108-120,00:50,   2pt 0-1fg 2-3ft
"Burton, Deonte",SG,0,"$3,500",okc,v por, 120-108,00:19,   0pt
"Grant, Jerian",PG,0,"$3,500",orl,v tor, 93-98,DNP,   
"Sumner, Edmond",PG,0,"$3,500",ind,v bos, 96-104,DNP,   
"Lin, Jeremy",PG,0,"$3,500",tor,@ orl, 98-93,DNP,   
"Holiday, Aaron",SG,0,"$3,500",ind,v bos, 96-104,DNP,   
"McCaw, Patrick",SG,0,"$3,500",tor,@ orl, 98-93,DNP,   
"Wanamaker, Brad",PG,0,"$3,500",bos,@ ind, 104-96,DNP,   
"Diallo, Hamidou",SG,0,"$3,500",okc,v por, 120-108,NA,   
"Smart, Marcus",SG,0,"$3,500",bos,@ ind, 104-96,NA,   
"Roberson, Andre",SG,0,"$3,500",okc,v por, 120-108,NA,   
"Trent Jr., Gary",SG,0,"$3,500",por,@ okc, 108-120,NA,   
"Gibson, Jonathan",PG,0,"$3,500",bos,@ ind, 104-96,NA,   
"Fultz, Markelle",SG,0,"$3,500",orl,v tor, 93-98,NA,   
"Siakam, Pascal",PF,49.2,"$8,500",tor,@ orl, 98-93,41:33,   30pt 11rb 4as 3trey 13-20fg 1-1ft
"George, Paul",SF,39.2,"$10,400",okc,v por, 120-108,41:12,   22pt 6rb 6as 1st 2to 2trey 3-16fg 14-17ft
"Young, Thaddeus",PF,36.3,"$7,100",ind,v bos, 96-104,36:41,   11pt 9rb 3as 3st 1bl 2to 5-12fg 1-4ft
"Isaac, Jonathan",SF,35.9,"$5,100",orl,v tor, 93-98,29:21,   14pt 7rb 1as 2st 2bl 2trey 4-11fg 4-4ft
"Sabonis, Domantas",PF,34.4,"$5,800",ind,v bos, 96-104,24:57,   12pt 7rb 6as 1st 1bl 1to 1trey 3-10fg 5-6ft
"Bogdanovic, Bojan",SF,32,"$6,500",ind,v bos, 96-104,40:16,   15pt 5rb 4as 2st 1to 2trey 6-17fg 1-1ft
"Leonard, Kawhi",SF,31,"$9,700",tor,@ orl, 98-93,37:24,   16pt 10rb 4as 1st 6to 5-19fg 6-7ft
"Tatum, Jayson",PF,30.4,"$6,800",bos,@ ind, 104-96,33:14,   18pt 7rb 2as 1st 2to 1trey 8-16fg 1-4ft
"Gordon, Aaron",PF,27.9,"$6,700",orl,v tor, 93-98,34:11,   10pt 7rb 7as 1st 4to 1trey 4-10fg 1-2ft
"Grant, Jerami",PF,27.9,"$5,500",okc,v por, 120-108,32:35,   18pt 2rb 1as 2bl 4trey 6-7fg 2-2ft
"Evans, Tyreke",SF,21.9,"$4,700",ind,v bos, 96-104,21:58,   19pt 2rb 1as 1to 4trey 6-10fg 3-4ft
"Aminu, Al-Farouq",PF,21.8,"$5,400",por,@ okc, 108-120,32:42,   9pt 9rb 2as 1to 3trey 3-9fg
"Ibaka, Serge",PF,21.6,"$5,300",tor,@ orl, 98-93,21:26,   6pt 8rb 2as 1bl 3-9fg
"Morris, Marcus",PF,21.4,"$5,100",bos,@ ind, 104-96,23:55,   11pt 7rb 2as 1to 2trey 4-8fg 1-2ft
"Morris, Markieff",PF,17.2,"$3,900",okc,v por, 120-108,15:18,   7pt 6rb 1st 2-6fg 3-4ft
"Harkless, Maurice",SF,14.1,"$5,300",por,@ okc, 108-120,33:45,   7pt 3rb 1as 1st 1bl 4to 3-9fg 1-2ft
"Hayward, Gordon",SF,13.5,"$5,800",bos,@ ind, 104-96,32:25,   6pt 5rb 1as 2-7fg 2-2ft
"Powell, Norman",SF,12.4,"$3,700",tor,@ orl, 98-93,14:14,   8pt 2rb 1st 1to 2trey 3-5fg
"Leonard, Meyers",PF,10.6,"$3,500",por,@ okc, 108-120,13:35,   8pt 3rb 1to 4-5fg
"Collins, Zach",PF,10.3,"$3,800",por,@ okc, 108-120,14:20,   4pt 4rb 1as 2-2fg
"Hood, Rodney",SF,7.4,"$3,500",por,@ okc, 108-120,20:42,   3pt 2rb 1st 1to 1trey 1-4fg
"Iwundu, Wes",SF,6.2,"$3,500",orl,v tor, 93-98,12:16,   5pt 1rb 1trey 1-5fg 2-2ft
"Birch, Khem",PF,4.4,"$3,600",orl,v tor, 93-98,8:32,   2pt 2rb 2-2ft
"Turner, Evan",SF,2.6,"$3,800",por,@ okc, 108-120,6:48,   0pt 3rb 1to 0-2fg
"Theis, Daniel",PF,1.2,"$3,500",bos,@ ind, 104-96,3:24,   0pt 1rb
"Layman, Jake",SF,0,"$3,500",por,@ okc, 108-120,00:19,   0pt
"McDermott, Doug",SF,0,"$3,500",ind,v bos, 96-104,5:01,   0pt
"Nader, Abdel",SF,0,"$3,500",okc,v por, 120-108,00:19,   0pt
"Frazier, Melvin",SF,0,"$3,500",orl,v tor, 93-98,DNP,   
"Leaf, TJ",PF,0,"$3,500",ind,v bos, 96-104,DNP,   
"Labissiere, Skal",PF,0,"$3,500",por,@ okc, 108-120,DNP,   
"Yabusele, Guerschon",PF,0,"$3,500",bos,@ ind, 104-96,DNP,   
"Moreland, Eric",PF,0,"$3,500",tor,@ orl, 98-93,DNP,   
"Miller, Malcolm",PF,0,"$3,500",tor,@ orl, 98-93,DNP,   
"Martin, Jarell",PF,0,"$3,500",orl,v tor, 93-98,DNP,   
"Patterson, Patrick",PF,0,"$3,500",okc,v por, 120-108,DNP,   
"Ojeleye, Semi",SF,0,"$3,500",bos,@ ind, 104-96,DNP,   
"Anunoby, OG",SF,0,"$3,500",tor,@ orl, 98-93,NA,   
"Boucher, Chris",PF,0,"$3,500",tor,@ orl, 98-93,NA,   
"Johnson, Alize",PF,0,"$3,500",ind,v bos, 96-104,NA,   
"Vucevic, Nikola",C,54.8,"$8,700",orl,v tor, 93-98,39:28,   22pt 14rb 6as 1st 3bl 5to 2trey 7-13fg 6-6ft
"Horford, Al",C,35.6,"$6,700",bos,@ ind, 104-96,35:41,   16pt 8rb 4as 1st 1bl 2to 3trey 6-12fg 1-2ft
"Turner, Myles",C,29.4,"$6,100",ind,v bos, 96-104,29:26,   13pt 7rb 2as 2bl 1to 1trey 4-10fg 4-5ft
