Name,Position,FDPoints,Salary,Team,Opp.,Score,Min,stats
"Bledsoe, Eric",PG,59.3,"$8,000",mil,v bkn, 128-133,32:42,   33pt 4rb 11as 2st 1bl 4to 5trey 12-17fg 4-7ft
"Russell, D'Angelo",SG,45.4,"$9,000",bkn,@ mil, 133-128,32:36,   25pt 2rb 10as 2st 3to 3trey 10-15fg 2-3ft
"LeVert, Caris",SG,33.4,"$6,100",bkn,@ mil, 133-128,25:57,   24pt 2rb 6as 2to 4trey 9-12fg 2-4ft
"Connaughton, Pat",SG,33.1,"$5,200",mil,v bkn, 128-133,30:32,   13pt 8rb 3as 2st 1trey 6-8fg 0-1ft
"Simmons, Ben",PG,32.8,"$9,500",phi,@ chi, 116-96,26:15,   14pt 4rb 4as 2st 1bl 1to 6-10fg 2-5ft
"Middleton, Khris",SG,32.3,"$6,900",mil,v bkn, 128-133,29:38,   24pt 4rb 3as 1st 4to 2trey 9-18fg 4-4ft
"Lemon Jr., Walter",SG,29.1,"$6,000",chi,v phi, 96-116,30:01,   8pt 8rb 5as 2st 2to 4-16fg
"Luwawu, Timothe",SG,27.2,"$4,100",chi,v phi, 96-116,26:55,   14pt 6rb 1st 1bl 1trey 5-12fg 3-4ft
"Brown, Sterling",SG,21.3,"$4,500",mil,v bkn, 128-133,29:14,   11pt 4rb 5as 2to 1trey 5-7fg 0-2ft
"Dinwiddie, Spencer",PG,17.1,"$5,200",bkn,@ mil, 133-128,28:56,   10pt 3rb 1as 1st 1to 1trey 3-7fg 3-3ft
"Hill, George",PG,16,"$4,200",mil,v bkn, 128-133,24:03,   14pt 2as 1to 2trey 5-8fg 2-2ft
"McConnell, T.J.",PG,15.3,"$3,500",phi,@ chi, 116-96,21:45,   7pt 4rb 1as 1st 1to 3-6fg 1-2ft
"Graham, Treveon",SG,14.5,"$3,500",bkn,@ mil, 133-128,22:49,   9pt 5rb 1as 2to 3trey 3-9fg
"Alkins, Rawle",SG,12.8,"$3,700",chi,v phi, 96-116,20:13,   7pt 4rb 2as 2to 1trey 2-7fg 2-2ft
"Frazier, Tim",PG,12.7,"$3,500",mil,v bkn, 128-133,18:06,   9pt 1rb 1as 1st 2to 2trey 3-5fg 1-2ft
"Sampson, Brandon",SG,12.6,"$3,500",chi,v phi, 96-116,25:25,   6pt 3rb 2as 2trey 2-5fg
"Arcidiacono, Ryan",PG,12.4,"$3,700",chi,v phi, 96-116,17:59,   7pt 2rb 2as 1trey 3-8fg
"Harrison, Shaquille",PG,12,"$7,000",chi,v phi, 96-116,23:27,   8pt 2as 1st 2to 2trey 3-6fg
"Selden, Wayne",SG,9.9,"$3,900",chi,v phi, 96-116,12:42,   4pt 2rb 3as 1to 2-7fg
"Smith, Zhaire",SG,7.1,"$3,500",phi,@ chi, 116-96,16:08,   3pt 3rb 1as 1to 1trey 1-6fg
"Milton, Shake",SG,5.6,"$3,500",phi,@ chi, 116-96,23:45,   0pt 3rb 2as 1to 0-4fg
"Blakeney, Antonio",SG,0,"$3,600",chi,v phi, 96-116,DNP,   
"Napier, Shabazz",PG,0,"$3,500",bkn,@ mil, 133-128,DNP,   
"Snell, Tony",SG,0,"$3,500",mil,v bkn, 128-133,DNP,   
"Brogdon, Malcolm",SG,0,"$6,200",mil,v bkn, 128-133,NA,   
"Korkmaz, Furkan",SG,0,"$3,600",phi,@ chi, 116-96,NA,   
"LaVine, Zach",SG,0,"$7,200",chi,v phi, 96-116,NA,   
"Dunn, Kris",PG,0,"$5,700",chi,v phi, 96-116,NA,   
"DiVincenzo, Donte",SG,0,"$3,500",mil,v bkn, 128-133,NA,   
"Butler, Jimmy",SG,0,"$7,900",phi,@ chi, 116-96,NA,   
"Crabbe, Allen",SG,0,"$4,000",bkn,@ mil, 133-128,NA,   
"Sampson, JaKarr",SF,46.1,"$5,500",chi,v phi, 96-116,35:18,   29pt 8rb 1as 2bl 1trey 11-17fg 6-7ft
"Redick, J.J.",SF,32.5,"$6,100",phi,@ chi, 116-96,24:15,   23pt 5rb 1as 1st 1to 4trey 8-12fg 3-3ft
"Dudley, Jared",SF,30.7,"$3,500",bkn,@ mil, 133-128,23:23,   16pt 6rb 1as 2st 2trey 4-8fg 6-6ft
"Harris, Tobias",PF,27.7,"$6,900",phi,@ chi, 116-96,31:52,   16pt 6rb 5as 3to 6-14fg 4-6ft
"Harris, Joe",SF,24.7,"$5,200",bkn,@ mil, 133-128,34:44,   14pt 6rb 1as 1st 1to 3trey 5-16fg 1-1ft
