Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Harden, James",2,59,11000,hou,cha,away, 99-108,45:18,30,10,14,2,0,10,2,8,22,12,14
"Bogdanovic, Bogdan",2,50,5100,sac,por,away, 123-111,28:46,27,5,8,1,1,1,7,10,15,0,0
"Morant, Ja",1,45,6900,mem,atl,home, 118-101,31:20,24,5,6,3,1,6,4,8,12,4,6
"Fox, De'Aaron",1,41.5,7900,sac,por,away, 123-111,28:19,14,5,11,2,0,1,0,3,11,8,8
"Sexton, Collin",1,39.7,6700,cle,den,home, 104-102,40:19,25,6,5,2,0,6,1,11,19,2,2
"Rozier, Terry",1,36.6,5800,cha,hou,home, 108-99,38:01,24,3,6,1,0,3,6,8,15,2,3
"McCollum, C.J.",2,35.8,7700,por,sac,home, 111-123,34:03,19,4,6,2,0,3,1,7,15,4,6
"Harris, Gary",2,34.7,4500,den,cle,away, 102-104,30:53,18,1,1,5,0,1,3,7,8,1,2
"Dellavedova, Matthew",1,34.2,3600,cle,den,home, 104-102,31:06,7,6,14,1,0,4,1,3,4,0,0
"Hield, Buddy",2,34.1,5700,sac,por,away, 123-111,25:43,22,3,3,2,0,2,6,8,14,0,0
"Lee, Damion",2,33.7,5500,gsw,phi,home, 118-114,34:01,24,6,3,0,0,2,3,10,17,1,1
"Graham, Devonte'",2,32,5900,cha,hou,home, 108-99,31:35,23,0,6,1,0,3,4,7,12,5,5
"Melton, De'Anthony",1,31.7,4300,mem,atl,home, 118-101,29:49,13,6,3,3,0,2,3,5,10,0,0
"Mitchell, Donovan",2,31.5,7400,uta,det,away, 111-105,33:58,25,5,1,0,0,1,2,8,14,7,8
"Murray, Jamal",1,31.5,6500,den,cle,away, 102-104,30:48,17,5,7,0,0,2,3,7,14,0,0
"Lillard, Damian",1,29.6,9400,por,sac,home, 111-123,33:19,12,3,6,2,0,1,2,4,15,2,4
"Young, Trae",1,29,9800,atl,mem,away, 101-118,28:55,16,5,4,2,0,5,1,4,16,7,9
"Huerter, Kevin",2,28,5300,atl,mem,away, 101-118,36:33,11,5,6,2,0,4,3,4,11,0,0
"Conley, Mike",1,27.2,5400,uta,det,away, 111-105,30:24,12,1,4,3,0,1,2,4,12,2,2
"Galloway, Langston",2,26.6,3700,det,uta,home, 105-111,25:24,14,3,0,2,1,0,2,6,9,0,0
"Milton, Shake",1,25.1,5900,phi,gsw,away, 114-118,29:23,14,3,3,1,0,0,1,5,10,3,4
"Knight, Brandon",1,24.3,5100,det,uta,home, 105-111,28:48,13,4,3,0,1,1,3,3,9,4,4
