Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Harden, James",2,87.1,12000,hou,phi,away, 123-118,39:09,51,13,13,2,1,5,6,16,28,13,14
"Walker, Kemba",1,51.5,7900,cha,nyk,away, 107-110,36:37,31,10,5,0,1,1,2,13,29,3,4
"Dragic, Goran",1,49.5,7200,mia,chi,away, 100-88,34:20,26,5,11,3,0,5,1,12,20,1,1
"Holiday, Jrue",1,47.3,6800,nor,sas,home, 119-103,38:21,23,4,11,2,2,5,3,10,17,0,1
"Lowry, Kyle",1,44.6,8600,tor,mil,home, 102-86,38:45,32,3,6,1,0,2,3,9,18,11,14
"Lillard, Damian",1,44,8200,por,mem,home, 112-109,39:30,33,5,6,0,0,4,5,9,21,10,11
"Antetokounmpo, Giannis",2,43.2,10300,mil,tor,away, 86-102,33:13,19,6,8,1,3,3,0,7,15,5,8
"Irving, Kyrie",1,42.8,8400,cle,bkn,home, 124-116,31:04,28,4,6,0,2,3,3,10,17,5,5
"Collison, Darren",1,41.3,4800,sac,ind,away, 111-115,45:56,26,4,5,3,0,3,4,10,17,2,2
"Teague, Jeff",1,39.6,7200,ind,sac,home, 115-111,42:30,17,8,8,1,0,1,1,5,11,6,6
"Batum, Nicolas",2,38.7,7100,cha,nyk,away, 107-110,35:58,15,11,9,1,0,5,3,5,12,2,2
"Thomas, Isaiah",1,38.6,9800,bos,orl,home, 128-98,24:42,21,3,8,2,0,2,3,9,15,0,0
"Wall, John",1,35.7,10200,was,atl,away, 112-86,30:24,19,6,9,0,0,4,1,7,17,4,6
"Rondo, Rajon",1,34.9,3500,chi,mia,home, 88-100,31:43,13,7,7,3,0,3,1,6,8,0,0
"Conley, Mike",1,33.6,7400,mem,por,away, 109-112,35:31,17,3,10,1,0,4,3,5,16,4,5
"Lee, Courtney",2,32.6,4200,nyk,cha,home, 110-107,35:18,16,3,4,3,1,1,2,7,12,0,0
"Foye, Randy",2,31.1,3500,bkn,cle,away, 116-124,29:48,16,8,5,0,0,2,4,6,12,0,0
"McConnell, T.J.",1,29.2,5600,phi,hou,home, 118-123,27:45,13,1,8,2,1,3,0,4,5,5,7
"Ellington, Wayne",2,29,4000,mia,chi,away, 100-88,27:22,14,5,2,2,1,0,2,6,16,0,0
"Payton, Elfrid",1,28.5,6500,orl,bos,away, 98-128,24:06,12,5,7,1,0,2,1,4,10,3,3
"Waiters, Dion",2,27.5,6200,mia,chi,away, 100-88,33:58,19,5,1,1,0,1,3,6,18,4,5
"Lawson, Ty",1,27.4,4400,sac,ind,away, 111-115,23:00,16,2,6,1,0,2,2,3,7,8,8
"Jennings, Brandon",1,27.1,3800,nyk,cha,home, 110-107,31:14,15,3,3,1,1,0,2,6,11,1,3
"Kilpatrick, Sean",2,26.9,4000,bkn,cle,away, 116-124,33:43,18,2,3,2,0,2,3,7,17,1,2
"Smart, Marcus",1,26.9,5600,bos,orl,home, 128-98,23:10,8,2,11,1,0,2,2,3,7,0,0
"Wade, Dwyane",2,26.7,7900,chi,mia,home, 88-100,28:02,15,6,3,2,0,4,0,6,17,3,4
"Powell, Norman",2,25.7,4200,tor,mil,home, 102-86,31:29,19,6,1,0,0,2,2,7,15,3,3
"Crabbe, Allen",2,25.4,3600,por,mem,home, 112-109,28:31,23,2,0,0,0,0,6,8,12,1,1
"Henderson, Gerald",2,24.4,3700,phi,hou,home, 118-123,23:20,13,2,4,2,0,1,2,5,5,1,2
"Beal, Bradley",2,24.2,7100,was,atl,away, 112-86,26:19,15,1,4,1,0,0,2,6,13,1,1
"Whitehead, Isaiah",1,24.1,3500,bkn,cle,away, 116-124,24:01,16,3,3,0,0,0,2,4,9,6,6
"Moore, E'Twaun",2,23.9,3800,nor,sas,home, 119-103,17:57,13,2,3,2,0,0,1,6,11,0,0
"Rose, Derrick",1,23.4,6500,nyk,cha,home, 110-107,21:37,13,2,4,2,0,2,0,5,10,3,3
"Evans, Tyreke",2,21.4,5500,nor,sas,home, 119-103,21:29,11,2,4,1,0,0,1,5,11,0,0
"McCollum, C.J.",2,20.8,8100,por,mem,home, 112-109,31:12,18,4,2,0,0,5,0,7,11,4,4
"Hezonja, Mario",2,20.1,3500,orl,bos,away, 98-128,22:32,7,3,5,0,1,0,1,3,8,0,0
"Holiday, Justin",2,20,3500,nyk,cha,home, 110-107,20:26,9,5,2,1,0,0,1,3,6,2,2
"Green, Danny",2,19.6,3600,sas,nor,away, 103-119,29:08,8,3,2,3,0,1,2,2,5,2,2
"Belinelli, Marco",2,18.9,4100,cha,nyk,away, 107-110,20:30,15,2,1,1,0,2,2,6,10,1,1
"Joseph, Cory",1,17.9,4000,tor,mil,home, 102-86,28:34,6,2,5,2,0,2,0,3,6,0,0
"Watson, C.J.",2,17.2,4000,orl,bos,away, 98-128,31:30,9,1,4,1,0,1,1,3,7,2,2
"Hardaway Jr., Tim",2,16.8,4600,atl,was,home, 86-112,22:26,12,4,0,1,0,2,2,4,11,2,2
"Beverley, Patrick",1,16.6,5500,hou,phi,away, 123-118,33:16,7,3,6,0,0,3,1,2,5,2,2
"Dellavedova, Matthew",1,16.4,3900,mil,tor,away, 86-102,23:15,11,2,2,1,0,2,3,3,9,2,2
"Stauskas, Nik",2,15.9,3500,phi,hou,home, 118-123,27:58,9,2,3,0,0,0,1,4,12,0,0
"Korver, Kyle",2,15.4,3600,cle,bkn,home, 124-116,22:01,14,2,0,0,0,1,3,5,11,1,1
"Afflalo, Arron",2,15.2,3500,sac,ind,away, 111-115,34:22,15,1,0,0,0,1,3,6,9,0,0
"Allen, Tony",2,14.9,4600,mem,por,away, 109-112,35:08,2,7,1,3,0,3,0,1,5,0,2
"Shumpert, Iman",2,14.7,4100,cle,bkn,home, 124-116,23:46,6,1,1,3,0,0,0,2,8,2,3
"Burke, Trey",1,14.7,3500,was,atl,away, 112-86,19:20,9,1,3,1,0,2,1,4,7,0,0
"Vaughn, Rashad",2,14.7,3500,mil,tor,away, 86-102,30:06,4,6,1,2,0,2,1,1,8,1,2
"Ginobili, Manu",2,14,3700,sas,nor,away, 103-119,15:29,7,0,4,1,0,1,1,3,7,0,0
"Felder, Kay",1,13.9,3500,cle,bkn,home, 124-116,16:56,9,2,1,0,1,1,1,4,7,0,0
"Satoransky, Tomas",2,13.6,3500,was,atl,away, 112-86,17:56,9,3,0,1,0,1,1,4,5,0,0
"Rozier, Terry",1,13.4,3600,bos,orl,home, 128-98,20:09,6,2,2,1,0,0,0,2,5,2,2
"Rodriguez, Sergio",1,13,3900,phi,hou,home, 118-123,20:15,8,0,2,2,0,2,2,3,7,0,1
"Dinwiddie, Spencer",1,12.7,3900,bkn,cle,away, 116-124,26:22,10,1,1,0,0,0,2,3,5,2,2
"Parker, Tony",1,12.7,4700,sas,nor,away, 103-119,22:11,7,1,3,0,1,2,0,2,7,3,4
"Schroder, Dennis",1,12.5,6700,atl,was,home, 86-112,22:31,9,0,5,0,0,4,1,3,11,2,2
"Augustin, D.J.",1,12.2,3500,orl,bos,away, 98-128,17:52,6,1,4,0,0,1,0,2,6,2,6
"Ellis, Monta",2,10.5,3500,ind,sac,home, 115-111,15:35,8,0,1,0,1,1,1,3,3,1,1
"Harrison, Andrew",1,10.5,3500,mem,por,away, 109-112,15:50,9,0,1,0,0,0,1,3,4,2,3
"Delaney, Malcolm",1,10.4,3500,atl,was,home, 86-112,23:03,4,2,2,1,0,1,0,1,6,2,4
